val/accuracy,val/f1,val/auc,val/youden,val/PPV,val/NPV,val/TPR,val/TNR,val/FPR,val/FNR,val/age_accuracy_group_0,val/age_accuracy_group_1,val/age_f1_group_0,val/age_f1_group_1,val/age_auc_group_0,val/age_auc_group_1,val/age_prevalence_group_0,val/age_prevalence_group_1,val/age_disease_prevalence_group_0,val/age_disease_prevalence_group_1,val/age_tpr_group_0,val/age_tpr_group_1,val/age_tnr_group_0,val/age_tnr_group_1,val/age_tpr_diff,val/age_youden_group_0,val/age_youden_group_1,val/age_dp,val/age_eq_odds,val/age_eq_opportunity,val/sex_accuracy_group_0,val/sex_accuracy_group_1,val/sex_f1_group_0,val/sex_f1_group_1,val/sex_auc_group_0,val/sex_auc_group_1,val/sex_prevalence_group_0,val/sex_prevalence_group_1,val/sex_disease_prevalence_group_0,val/sex_disease_prevalence_group_1,val/sex_tpr_group_0,val/sex_tpr_group_1,val/sex_tnr_group_0,val/sex_tnr_group_1,val/sex_tpr_diff,val/sex_youden_group_0,val/sex_youden_group_1,val/sex_dp,val/sex_eq_odds,val/sex_eq_opportunity,val/race_accuracy_group_0,val/race_accuracy_group_1,val/race_f1_group_0,val/race_f1_group_1,val/race_auc_group_0,val/race_auc_group_1,val/race_prevalence_group_0,val/race_prevalence_group_1,val/race_disease_prevalence_group_0,val/race_disease_prevalence_group_1,val/race_tpr_group_0,val/race_tpr_group_1,val/race_tnr_group_0,val/race_tnr_group_1,val/race_tpr_diff,val/race_youden_group_0,val/race_youden_group_1,val/race_dp,val/race_eq_odds,val/race_eq_opportunity,val/auc_gap,val/f1_gap,val/accuracy_gap,val/loss,epoch,step,train/accuracy,train/f1,train/auc,train/youden,train/PPV,train/NPV,train/TPR,train/TNR,train/FPR,train/FNR,train/age_accuracy_group_0,train/age_accuracy_group_1,train/age_f1_group_0,train/age_f1_group_1,train/age_auc_group_0,train/age_auc_group_1,train/age_prevalence_group_0,train/age_prevalence_group_1,train/age_disease_prevalence_group_0,train/age_disease_prevalence_group_1,train/age_tpr_group_0,train/age_tpr_group_1,train/age_tnr_group_0,train/age_tnr_group_1,train/age_tpr_diff,train/age_youden_group_0,train/age_youden_group_1,train/age_dp,train/age_eq_odds,train/age_eq_opportunity,train/sex_accuracy_group_0,train/sex_accuracy_group_1,train/sex_f1_group_0,train/sex_f1_group_1,train/sex_auc_group_0,train/sex_auc_group_1,train/sex_prevalence_group_0,train/sex_prevalence_group_1,train/sex_disease_prevalence_group_0,train/sex_disease_prevalence_group_1,train/sex_tpr_group_0,train/sex_tpr_group_1,train/sex_tnr_group_0,train/sex_tnr_group_1,train/sex_tpr_diff,train/sex_youden_group_0,train/sex_youden_group_1,train/sex_dp,train/sex_eq_odds,train/sex_eq_opportunity,train/race_accuracy_group_0,train/race_accuracy_group_1,train/race_f1_group_0,train/race_f1_group_1,train/race_auc_group_0,train/race_auc_group_1,train/race_prevalence_group_0,train/race_prevalence_group_1,train/race_disease_prevalence_group_0,train/race_disease_prevalence_group_1,train/race_tpr_group_0,train/race_tpr_group_1,train/race_tnr_group_0,train/race_tnr_group_1,train/race_tpr_diff,train/race_youden_group_0,train/race_youden_group_1,train/race_dp,train/race_eq_odds,train/race_eq_opportunity,train/auc_gap,train/f1_gap,train/accuracy_gap,train/loss
0.6285446286201477,0.7484260201454163,0.844438405484123,0.4905315950466207,0.9826340675354004,0.17365697026252747,0.6043749451637268,0.8861566781997681,0.11384335160255432,0.3956250548362732,0.5681253671646118,0.6703224182128906,0.6781543493270874,0.7899655103683472,0.8529064496187925,0.8172927083664482,0.4087961877978283,0.5912038122021717,0.879036881330021,0.9385570824524313,0.5176087021827698,0.660565972328186,0.9352290630340576,0.8193548321723938,0.14295725524425507,0.4528377635826637,0.4799207967555734,0.1682461965838037,0.14295725524425507,0.11587423086166382,0.6235142350196838,0.6362379193305969,0.7467408180236816,0.7510480284690857,0.8367301214268559,0.8531789482347427,0.6046402624794938,0.39535973752050624,0.9213178294573643,0.9033787788974511,0.6024400591850281,0.6073928475379944,0.8702791333198547,0.9059304594993591,0.004952775314450264,0.47271919662501816,0.5133232962444112,0.0074505758429332936,0.035651322454214096,0.035651322454214096,0.6253743171691895,0.6399568915367126,0.7467782497406006,0.7544117569923401,0.8455833901805947,0.8404779290903114,0.7825951097570503,0.21740489024294976,0.9177480535036934,0.9015450952209846,0.6019142866134644,0.6133918166160583,0.887135922908783,0.8832116723060608,0.011477497406303883,0.4890502142596165,0.4966034683897096,0.002809782492125046,0.011477497406303883,0.01620295828270879,0.035886239868294534,0.11181111633777618,0.10219705104827881,0.730349600315094,0,1190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1190,0.7606325149536133,0.7377697229385376,0.8344983463807334,0.5163084598935472,0.757334291934967,0.7632729411125183,0.7191905379295349,0.7971178889274597,0.2028820961713791,0.2808094322681427,0.781700849533081,0.7259403467178345,0.7001564502716064,0.7748194932937622,0.8378148833386593,0.7899126794285387,0.6221639000065613,0.37783609999343876,0.3829621192946933,0.6085506894036745,0.665528416633606,0.7747973799705505,0.8538027405738831,0.6499866843223572,0.10926894843578339,0.5193312150867169,0.4247840890665393,0.26343454475195166,0.20381607115268707,0.2255885701089812,0.7513969540596008,0.7691261172294617,0.7322713732719421,0.7429965734481812,0.8250163872669959,0.8431562339101153,0.47907617610393016,0.5209238238960698,0.4798400350608086,0.45749049046527446,0.7085283994674683,0.7294752597808838,0.7909426093101501,0.8025631308555603,0.02094687893986702,0.4994709721877282,0.5320383992345827,0.007884209299379497,0.02094687893986702,0.02234954459553412,0.7542475461959839,0.7662331461906433,0.7400718927383423,0.7356104254722595,0.8290341840403287,0.8387760369389117,0.46727904993110686,0.5327209500688931,0.48574798505995676,0.45280323184550203,0.7202405333518982,0.7182025909423828,0.7863696217536926,0.8059782385826111,0.002037914702668786,0.5066100978427079,0.5241808014281353,0.028342691509471885,0.019608618691563606,0.032944753214454725,0.05324355448157658,0.07466306537389755,0.05576050281524658,0.5017617344856262
0.623372495174408,0.7441436648368835,0.8217045170804076,0.4820904897388498,0.9820317029953003,0.17109723389148712,0.5990334153175354,0.8830571174621582,0.11694291234016418,0.400966614484787,0.5886661410331726,0.6474282145500183,0.698331892490387,0.7721267342567444,0.8273972516398138,0.7951895404610863,0.4093742602383019,0.5906257397616981,0.8793369313801079,0.9385437541750167,0.5414292216300964,0.6364412903785706,0.9329073429107666,0.8152173757553101,0.09501208364963531,0.4743365459631095,0.45165867244313773,0.12448974021031012,0.11768995970487595,0.11768995970487595,0.598586916923523,0.6610338091850281,0.7250896096229553,0.7725149989128113,0.8124247112663796,0.835829245945032,0.6030931902469818,0.39690680975301823,0.9212351171006149,0.9037773359840954,0.574634313583374,0.6368235945701599,0.8787375688552856,0.8884297609329224,0.06218929588794708,0.45337182643095186,0.5252533332363754,0.04735780007902346,0.06218929588794708,0.017457781116519522,0.614479660987854,0.6557917594909668,0.7373972535133362,0.7684340476989746,0.8217753328963728,0.8240890379170063,0.784739209342697,0.21526079065730291,0.9178481649069884,0.9013929618768328,0.5897239446640015,0.6335908770561218,0.8910648822784424,0.8587360382080078,0.04386696591973305,0.4807887978613963,0.4923269500854912,0.03481774392590331,0.04386696591973305,0.032328810542821884,0.0406397054839458,0.07418309152126312,0.07236764580011368,0.7284947633743286,1,2381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2381,0.795708954334259,0.7726768255233765,0.8693378086672112,0.5850647176520585,0.798057496547699,0.7939003705978394,0.748860776424408,0.836203932762146,0.1637960523366928,0.25113922357559204,0.8169069886207581,0.7600787878036499,0.7412599921226501,0.8033108115196228,0.8722805358676454,0.830212090833369,0.6269798569647661,0.3730201430352339,0.3772996504740576,0.6087384788573841,0.6951239705085754,0.8048428297042847,0.8906964063644409,0.6904333829879761,0.10971882939338684,0.5858204044654538,0.4952761862029855,0.28072688683572217,0.20026305317878723,0.23143882838332647,0.7815068364143372,0.808764636516571,0.7594050765037537,0.7851260900497437,0.855044510486342,0.8817967719245703,0.47897119611574046,0.5210288038842595,0.47027397260273973,0.45752424127943586,0.7332362532615662,0.763624370098114,0.8243599534034729,0.8468359708786011,0.03038811683654785,0.5575962054960106,0.6104603251451168,0.0053985885632567565,0.03038811683654785,0.02247600257396698,0.7773900032043457,0.8117132186889648,0.7646113634109497,0.780447244644165,0.8506757610763607,0.8840257033907986,0.46628174004330425,0.5337182599566958,0.4823403596656629,0.44728560188827693,0.749576985836029,0.7481859922409058,0.803305447101593,0.8631227612495422,0.0013909722911193967,0.552882413837956,0.6113087916318463,0.05306523165719801,0.0598173514008522,0.0598173514008522,0.05381361255742956,0.06205085664987564,0.05682820826768875,0.4494582712650299
0.7032273411750793,0.8093282580375671,0.8448228797084941,0.5452290550421577,0.9808306694030762,0.20507165789604187,0.6888754367828369,0.8563535809516907,0.14364640414714813,0.3111245334148407,0.661526620388031,0.7321309447288513,0.765303373336792,0.8362329602241516,0.8548854056219386,0.815543246170509,0.4093742602383019,0.5906257397616981,0.8793369313801079,0.9385437541750167,0.6275756359100342,0.7286832928657532,0.9089456796646118,0.7847825884819031,0.1011076495051384,0.5365213116269558,0.5134658827170044,0.13429027162523455,0.12416307628154755,0.12416307628154755,0.7036504149436951,0.7025845050811768,0.8114542365074158,0.8060166239738464,0.8344037132297257,0.8565099460791978,0.6030931902469818,0.39690680975301823,0.9212351171006149,0.9037773359840954,0.6922312378883362,0.6836779713630676,0.8372092843055725,0.8801652789115906,0.008553258143365383,0.5294405194822354,0.5638432479011608,0.02110643739291318,0.04295598715543747,0.04295598715543747,0.7028657793998718,0.7045454382896423,0.8097108602523804,0.807912290096283,0.8473046737974913,0.8376731557392538,0.784739209342697,0.21526079065730291,0.9178481649069884,0.9013929618768328,0.6887598633766174,0.6893045902252197,0.8604651093482971,0.8438661694526672,0.0005447355797514319,0.5492249760511996,0.5331707663676866,0.006909814832016026,0.01659894548356533,0.01659894548356533,0.04096669990868884,0.07092955708503723,0.07060433179140091,0.6558085083961487,2,3572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3572,0.8170592188835144,0.7966213226318359,0.890116211708677,0.6279668479783678,0.827087938785553,0.8093948364257812,0.7683194279670715,0.8596473932266235,0.14035260677337646,0.23168054223060608,0.8388057351112366,0.7806811332702637,0.7725578546524048,0.8200316429138184,0.8933378601771604,0.8543562037341421,0.62586444459025,0.37413555540975,0.3791042898477796,0.612219844972116,0.7221392393112183,0.8161558508872986,0.910039484500885,0.72467440366745,0.09401656687259674,0.6321787718837535,0.540830214224628,0.2768104302624625,0.18536512553691864,0.2331155551243364,0.7986646890640259,0.8340099453926086,0.7795289754867554,0.8128393888473511,0.8716839913306255,0.9056162896579755,0.4795748310478315,0.5204251689521685,0.475783943523231,0.4576010489422325,0.7481021285057068,0.7876901030540466,0.8445557951927185,0.8730881810188293,0.03958796337246895,0.592657938550448,0.6607782910316673,0.008136680364558169,0.03958796337246895,0.02853238768875599,0.7869179248809814,0.8434937000274658,0.7755657434463501,0.8171089887619019,0.8611033286365424,0.9127172619218766,0.4672396824355357,0.5327603175644643,0.48483401673875187,0.4500849774624991,0.7593697309494019,0.7767744660377502,0.8128441572189331,0.8981008529663086,0.017404725775122643,0.5722138870609894,0.6748753449448865,0.05893423509209211,0.08525673300027847,0.08525673300027847,0.058361058187734516,0.04747382178902626,0.06281254440546036,0.41321834921836853
0.6822378039360046,0.793052077293396,0.8287992147165625,0.5222722931538346,0.980182945728302,0.19370964169502258,0.6659187078475952,0.8563535809516907,0.14364640414714813,0.3340812921524048,0.6410948634147644,0.7107548713684082,0.7479696869850159,0.8206444978713989,0.834915603688198,0.8043852699984527,0.4093742602383019,0.5906257397616981,0.8793369313801079,0.9385437541750167,0.6056554317474365,0.7050533890724182,0.8993610143661499,0.7978261113166809,0.09939796477556229,0.5050164366561944,0.5028794677394397,0.12942971525162894,0.10153493285179138,0.10153493285179138,0.666753888130188,0.705765426158905,0.7826977372169495,0.8087360858917236,0.8193407762129832,0.8409549944915702,0.6030931902469818,0.39690680975301823,0.9212351171006149,0.9037773359840954,0.6514699459075928,0.6882973909378052,0.8455149531364441,0.8698347210884094,0.036827441304922104,0.4969849118192873,0.5581321150552845,0.02226744205706488,0.036827441304922104,0.024319760501384735,0.6774258613586426,0.6997800469398499,0.7899698615074158,0.8043010830879211,0.8306988758813856,0.8250263428026323,0.784739209342697,0.21526079065730291,0.9178481649069884,0.9013929618768328,0.6609333753585815,0.6844245791435242,0.8616890907287598,0.8401486873626709,0.02349117025732994,0.5226224982487606,0.5245732617151773,0.01469895274449351,0.02349117025732994,0.021540407091379166,0.03656972449311746,0.07267484068870544,0.0696600079536438,0.6632468700408936,3,4763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4763,0.8290532231330872,0.8109590411186218,0.9042486668581426,0.6526315949648833,0.8400830030441284,0.8205104470252991,0.7837868332862854,0.8688448071479797,0.13115522265434265,0.2162131816148758,0.8508813977241516,0.7922773361206055,0.7928540110588074,0.8290320634841919,0.9096195302410734,0.8695839794249612,0.6275310019027622,0.3724689980972377,0.38282344576650423,0.6110132468996617,0.7454525828361511,0.8242518305778503,0.9162769913673401,0.7420523762702942,0.0787992998957634,0.6617295802051315,0.566304209870458,0.2669184466903035,0.17422467470169067,0.2281898011331575,0.8108608722686768,0.8455022573471069,0.7934946417808533,0.8271408081054688,0.8870126484899461,0.9184155592937195,0.474837609080769,0.525162390919231,0.4751969047948045,0.4611444277861069,0.7646990418434143,0.8015713691711426,0.852659285068512,0.8830975890159607,0.03687234967947006,0.617358334784182,0.6846690017383321,0.008073792314841621,0.03687234967947006,0.030438316985964775,0.7966917157173157,0.8573466539382935,0.787622332572937,0.8337251543998718,0.8738079135901964,0.927384275106705,0.4664654550226363,0.5335345449773637,0.4877204827411596,0.4504156623542722,0.7729710936546326,0.7940260767936707,0.8192751407623291,0.9092414379119873,0.02105499990284443,0.5922462258253125,0.7032675427146682,0.06205421657684168,0.0899663195014,0.0899663195014,0.05780029568174372,0.04610280692577362,0.06506931036710739,0.3867946267127991
0.6852363348007202,0.7950259447097778,0.8395245052204152,0.540572951111624,0.9824739694595337,0.19754114747047424,0.6676447987556458,0.8729282021522522,0.1270718276500702,0.33235523104667664,0.6534309983253479,0.707281231880188,0.7580732107162476,0.8178568482398987,0.8462633394635222,0.8136360823147146,0.4093742602383019,0.5906257397616981,0.8793369313801079,0.9385437541750167,0.6174923181533813,0.7002135515213013,0.915335476398468,0.8152173757553101,0.08272119611501694,0.532827791185134,0.5154309144360205,0.11533738255230586,0.10011807084083557,0.10011807084083557,0.6782677173614502,0.6958250403404236,0.7911677360534668,0.800936758518219,0.8336600858474402,0.8462109546854377,0.6030931902469818,0.39690680975301823,0.9212351171006149,0.9037773359840954,0.6615537405014038,0.6770787239074707,0.8737541437149048,0.8719007968902588,0.015524993650615215,0.5353079093925894,0.5489795769962149,0.004864181390786482,0.015524993650615215,0.017457781116519522,0.6781297326087952,0.7111436724662781,0.7900846004486084,0.8129155039787292,0.8421375122425838,0.8325429232725243,0.784739209342697,0.21526079065730291,0.9178481649069884,0.9013929618768328,0.659947395324707,0.696217954158783,0.8812729716300964,0.8475836515426636,0.03627055883407593,0.5412203643650431,0.5438016179091751,0.027110139491543617,0.03627055883407593,0.03368930518627167,0.03262725714880754,0.05978364869952202,0.057712700217962265,0.8309230208396912,4,5954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5954,0.8420051336288452,0.825167715549469,0.9161062326603837,0.6785680799988083,0.8553494811058044,0.8316932916641235,0.7970433235168457,0.8815247416496277,0.11847523599863052,0.2029566913843155,0.8617534637451172,0.8094410300254822,0.807185709476471,0.842715322971344,0.9190387465837138,0.8893631157712858,0.6224919624696542,0.3775080375303458,0.3808841199907245,0.6110956618464961,0.7597410082817078,0.8353810906410217,0.9245122671127319,0.7686807513237,0.07564013451337814,0.6842532193236905,0.6040618442561774,0.264349898664262,0.15583151578903198,0.23021154185577158,0.8233200907707214,0.8592135310173035,0.8071925640106201,0.84217369556427,0.8987385745956998,0.9304966688417382,0.4794304835640706,0.5205695164359294,0.47595456411660053,0.4602722460297454,0.7770429849624634,0.8160907030105591,0.8653504848480225,0.8959880471229553,0.039047736674547195,0.6423934230410151,0.7120787385287533,0.008637580002172685,0.039047736674547195,0.030637579038739204,0.8061867356300354,0.8733423352241516,0.7966482043266296,0.852804958820343,0.8819553844208963,0.9418799155262243,0.4666360475034447,0.5333639524965553,0.48672665916760405,0.45122401279370156,0.7799861431121826,0.8131406903266907,0.8310322165489197,0.9228423833847046,0.03315454348921776,0.6110183492274477,0.7359830881330187,0.05711587380154182,0.0918101966381073,0.0918101966381073,0.05992453110532803,0.056156765669584274,0.0671556293964386,0.3611838221549988
