pca_mode,label_hypoth,sex_hypoth,age_hypoth,race_hypoth,label_pv,sex_pv,age_pv,race_pv
PCA Mode 1,True,False,True,False,0.0,0.3913600523,0.0,1.0
PCA Mode 2,True,True,True,False,7.90644e-05,0.0005624363,1.0775e-06,0.8779270301
PCA Mode 3,True,False,True,False,0.0,0.3913600523,0.0,1.0
PCA Mode 4,True,True,True,True,1.27259e-05,0.0,0.0,0.0
