val/accuracy,val/f1,val/auc,val/youden,val/PPV,val/NPV,val/TPR,val/TNR,val/FPR,val/FNR,val/age_accuracy_group_0,val/age_accuracy_group_1,val/age_f1_group_0,val/age_f1_group_1,val/age_auc_group_0,val/age_auc_group_1,val/age_prevalence_group_0,val/age_prevalence_group_1,val/age_disease_prevalence_group_0,val/age_disease_prevalence_group_1,val/age_tpr_group_0,val/age_tpr_group_1,val/age_tnr_group_0,val/age_tnr_group_1,val/age_tpr_diff,val/age_youden_group_0,val/age_youden_group_1,val/age_dp,val/age_eq_odds,val/age_eq_opportunity,val/sex_accuracy_group_0,val/sex_accuracy_group_1,val/sex_f1_group_0,val/sex_f1_group_1,val/sex_auc_group_0,val/sex_auc_group_1,val/sex_prevalence_group_0,val/sex_prevalence_group_1,val/sex_disease_prevalence_group_0,val/sex_disease_prevalence_group_1,val/sex_tpr_group_0,val/sex_tpr_group_1,val/sex_tnr_group_0,val/sex_tnr_group_1,val/sex_tpr_diff,val/sex_youden_group_0,val/sex_youden_group_1,val/sex_dp,val/sex_eq_odds,val/sex_eq_opportunity,val/auc_gap,val/f1_gap,val/accuracy_gap,val/loss,val/primary_loss,val/fair_loss,epoch,step,train/accuracy,train/f1,train/auc,train/youden,train/PPV,train/NPV,train/TPR,train/TNR,train/FPR,train/FNR,train/age_accuracy_group_0,train/age_accuracy_group_1,train/age_f1_group_0,train/age_f1_group_1,train/age_auc_group_0,train/age_auc_group_1,train/age_prevalence_group_0,train/age_prevalence_group_1,train/age_disease_prevalence_group_0,train/age_disease_prevalence_group_1,train/age_tpr_group_0,train/age_tpr_group_1,train/age_tnr_group_0,train/age_tnr_group_1,train/age_tpr_diff,train/age_youden_group_0,train/age_youden_group_1,train/age_dp,train/age_eq_odds,train/age_eq_opportunity,train/sex_accuracy_group_0,train/sex_accuracy_group_1,train/sex_f1_group_0,train/sex_f1_group_1,train/sex_auc_group_0,train/sex_auc_group_1,train/sex_prevalence_group_0,train/sex_prevalence_group_1,train/sex_disease_prevalence_group_0,train/sex_disease_prevalence_group_1,train/sex_tpr_group_0,train/sex_tpr_group_1,train/sex_tnr_group_0,train/sex_tnr_group_1,train/sex_tpr_diff,train/sex_youden_group_0,train/sex_youden_group_1,train/sex_dp,train/sex_eq_odds,train/sex_eq_opportunity,train/auc_gap,train/f1_gap,train/accuracy_gap,train/loss,train/primary_loss,train/fair_loss
0.8513650298118591,0.6508313417434692,0.9232165600433325,0.6819233190355591,0.5372549295425415,0.9604904651641846,0.8253012299537659,0.8566220998764038,0.143377885222435,0.17469879984855652,0.8885586857795715,0.7721518874168396,0.5856353640556335,0.699999988079071,0.9298157212784337,0.8888575060019771,0.6804853387259858,0.3195146612740142,0.1025260029717682,0.3069620253164557,0.7681159377098083,0.8659793734550476,0.9023178815841675,0.7305936217308044,0.09786343574523926,0.6704338228236875,0.596572988749235,0.28611262625312694,0.17172427475452423,0.20443602234468752,0.8393881320953369,0.8648068904876709,0.6865671873092651,0.5882353186607361,0.9333807600514045,0.9070983711274354,0.5288169868554095,0.4711830131445905,0.1988527724665392,0.13304721030042918,0.8846153616905212,0.725806474685669,0.8281623125076294,0.8861386179924011,0.15880893170833588,0.7127776757848356,0.6119450654742895,0.11829655585553794,0.15880893170833588,0.06580556216611003,0.04452325404942736,0.1143646389245987,0.11640679091215134,0.43279269337654114,0.43279269337654114,0.0,0,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,124,0.8195054531097412,0.8265380263328552,0.8987273433346467,0.6385292442749073,0.8006543517112732,0.8413774371147156,0.8541510701179504,0.784378170967102,0.21562184393405914,0.14584891498088837,0.8255102038383484,0.8099119663238525,0.7812739610671997,0.8669253587722778,0.9071522744750199,0.849135939793868,0.6150370277394251,0.38496297226057485,0.38387755102040816,0.6944897293772416,0.8118022084236145,0.891549289226532,0.8340510129928589,0.6243329644203186,0.07974706590175629,0.6458532431231652,0.5158822733626949,0.32006441180971895,0.2097180336713791,0.31061217835683347,0.820120632648468,0.8186466097831726,0.844129204750061,0.7944084405899048,0.8935968007368711,0.9001074728392845,0.582653445462533,0.41734655453746705,0.5521327014218009,0.43548872180451126,0.8821693062782288,0.8045580387115479,0.7436267733573914,0.8295151591300964,0.07761131972074509,0.6257960764398534,0.6340731948536664,0.15527919324377293,0.08588843792676926,0.11664397961728967,0.05801633468115186,0.08565137535333633,0.015598238445818424,0.48009517788887024,0.48009517788887024,0.0
0.873609721660614,0.6612465977668762,0.9069083136921928,0.6365193459134229,0.6009852290153503,0.9440203309059143,0.7349397540092468,0.9015795588493347,0.0984204113483429,0.2650602459907532,0.8900445699691772,0.8386076092720032,0.5595238208770752,0.746268630027771,0.9078846338420195,0.8885279856894036,0.6804853387259858,0.3195146612740142,0.1025260029717682,0.3069620253164557,0.6811594367027283,0.7731958627700806,0.9139072895050049,0.8675799369812012,0.09203645586967468,0.5950667050580671,0.6407757849644589,0.18201139804766112,0.09203645586967468,0.20443602234468752,0.8718929290771484,0.8755365014076233,0.7172995805740356,0.560606062412262,0.9151367725353405,0.893883743213031,0.5288169868554095,0.4711830131445905,0.1988527724665392,0.13304721030042918,0.817307710647583,0.5967742204666138,0.8854415416717529,0.9183168411254883,0.22053350508213043,0.7027492197539931,0.5150910252315555,0.10408751097579991,0.22053350508213043,0.06580556216611003,0.026608786845936927,0.18674485385417938,0.05143698304891586,0.4830203056335449,0.4830203056335449,0.0,1,249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,249,0.8521400690078735,0.8536645770072937,0.9324079596782939,0.7055849018060028,0.8269554972648621,0.8795907497406006,0.8821566104888916,0.8234282732009888,0.17657171189785004,0.1178433895111084,0.8629258275032043,0.8340611457824707,0.82533198595047,0.8805031180381775,0.9411511157224364,0.8938691514898289,0.6263336262081084,0.37366637379189155,0.3795591182364729,0.6721531743365805,0.8532207012176514,0.9095452427864075,0.868863046169281,0.6793032884597778,0.05632453039288521,0.7220837460333052,0.5888485060748314,0.31128269303134315,0.18955977261066437,0.2925940561001076,0.8474686145782471,0.8585948944091797,0.863239586353302,0.8366148471832275,0.9284723595567352,0.9354146599056649,0.58014309024727,0.41985690975273,0.5350497620077889,0.42511210762331836,0.8997169137001038,0.8516174554824829,0.7873429656028748,0.8637545704841614,0.04809950292110443,0.6870598931936294,0.7153719904070424,0.13990953773432968,0.07641159743070602,0.1099376543844705,0.04728196423260744,0.0551711730659008,0.028864717110991478,0.3385712802410126,0.3385712802410126,0.0
0.8806875348091125,0.6609195470809937,0.9263420632713111,0.6113616068160856,0.6318681240081787,0.9368029832839966,0.6927710771560669,0.9185905456542969,0.08140947669744492,0.3072289228439331,0.9138187170028687,0.8101266026496887,0.591549277305603,0.708737850189209,0.9306555331605721,0.8943181283246245,0.6804853387259858,0.3195146612740142,0.1025260029717682,0.3069620253164557,0.6086956262588501,0.7525773048400879,0.9486755132675171,0.835616409778595,0.1438816636800766,0.5573711488626549,0.5881937579437932,0.23646716948483082,0.1438816636800766,0.20443602234468752,0.8699808716773987,0.8927038908004761,0.6880733966827393,0.6153846383094788,0.9325087203965485,0.9141248802299585,0.5288169868554095,0.4711830131445905,0.1988527724665392,0.13304721030042918,0.7211538553237915,0.6451612710952759,0.9069212675094604,0.9306930899620056,0.07599255442619324,0.6280750872039653,0.5758543596295114,0.0720504845764367,0.07599255442619324,0.06580556216611003,0.03819059207192399,0.11718856543302536,0.10369213670492172,0.3226832151412964,0.3226832151412964,0.0,2,374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,374,0.8778712153434753,0.8805988430976868,0.9494594300619881,0.7556930656256278,0.8622927069664001,0.894902765750885,0.8996990919113159,0.8559939861297607,0.14400602877140045,0.10030090063810349,0.8836697936058044,0.868083655834198,0.853252649307251,0.9065263867378235,0.9544528469450465,0.922684069197144,0.6279653570980294,0.37203464290197064,0.3843693783729762,0.696693657219973,0.8798751831054688,0.9181597828865051,0.8860389590263367,0.7530589699745178,0.03828461095690727,0.7659141560467613,0.6712187606891704,0.3062199117776298,0.13298000395298004,0.3123242788469968,0.873897135257721,0.8834337592124939,0.8894756436347961,0.8640674352645874,0.9425291561736714,0.9551854270452311,0.5832810342663487,0.4167189657336513,0.5564880568108457,0.422289156626506,0.9118329286575317,0.8773181438446045,0.8262979388237,0.8879040479660034,0.03451482951641083,0.738130860269889,0.7652221837119324,0.14922213061412853,0.06160615384578705,0.13419890018433966,0.032501357848087165,0.0532737672328949,0.015586127527058125,0.27844560146331787,0.27844560146331787,0.0
0.8938321471214294,0.664536714553833,0.9262908255134756,0.5742581504633357,0.7074829936027527,0.9263657927513123,0.6265060305595398,0.9477521181106567,0.052247874438762665,0.3734939694404602,0.9271916747093201,0.8227847814559937,0.573913037776947,0.7171717286109924,0.9264564737498799,0.8974250341288895,0.6804853387259858,0.3195146612740142,0.1025260029717682,0.3069620253164557,0.47826087474823,0.7319587469100952,0.9784768223762512,0.8630136847496033,0.2536979019641876,0.45673769075727044,0.5949724615167349,0.2512695845167115,0.2536979019641876,0.20443602234468752,0.875717043876648,0.9141631126403809,0.6889952421188354,0.6153846383094788,0.9270928951716542,0.9200335356116257,0.5288169868554095,0.4711830131445905,0.1988527724665392,0.13304721030042918,0.692307710647583,0.5161290168762207,0.921241044998169,0.9752475023269653,0.17617866396903992,0.6135487424270241,0.4913765570105397,0.11063606299083366,0.17617866396903992,0.06580556216611003,0.029667861042764643,0.14325867593288422,0.10440687090158463,0.31748437881469727,0.31748437881469727,0.0,3,499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,499,0.8984561562538147,0.9015935063362122,0.961419643950049,0.7963761420992805,0.8859670162200928,0.9122621417045593,0.9177810549736023,0.8785950541496277,0.12140493839979172,0.08221892267465591,0.9128319621086121,0.8750823736190796,0.8921765089035034,0.91046541929245,0.9704908085702614,0.9318673603394283,0.619179113844609,0.380820886155391,0.39610784512467057,0.6868820039551747,0.9104401469230652,0.9246640801429749,0.9144008159637451,0.7663158178329468,0.014223984442651272,0.8248409284644507,0.6909798969592886,0.2959807097372424,0.14808501303195953,0.29077415883050417,0.8933888077735901,0.9052662253379822,0.9065797328948975,0.8929521441459656,0.9571748410284229,0.9654782736004572,0.57336513116606,0.42663486883394003,0.5593257443082311,0.4363047955280965,0.9248532056808472,0.9055967926979065,0.8534525632858276,0.905010461807251,0.019256465137004852,0.7783057873334092,0.8106072017309605,0.13321253443760372,0.05155787989497185,0.12302094878013464,0.03862344823083308,0.018288861960172653,0.03774954751133919,0.24838241934776306,0.24838241934776306,0.0
0.9009100198745728,0.6797385811805725,0.9257198904975918,0.5827636182640648,0.7428571581840515,0.9269729256629944,0.6265060305595398,0.9562575817108154,0.043742407113313675,0.3734939694404602,0.9227340221405029,0.8544303774833679,0.5593220591545105,0.7553191781044006,0.9204578174488914,0.9102292519888905,0.6804853387259858,0.3195146612740142,0.1025260029717682,0.3069620253164557,0.47826087474823,0.7319587469100952,0.9735099077224731,0.9086757898330688,0.2536979019641876,0.4517708033400518,0.6406345619733558,0.21516636259333793,0.2536979019641876,0.20443602234468752,0.8910133838653564,0.9120171666145325,0.713567852973938,0.6168224215507507,0.9390260693959978,0.9035851165761738,0.5288169868554095,0.4711830131445905,0.1988527724665392,0.13304721030042918,0.682692289352417,0.5322580933570862,0.9427207708358765,0.9702970385551453,0.1504342406988144,0.625413071415458,0.5025550942190993,0.08507783585947694,0.1504342406988144,0.06580556216611003,0.035440952819823957,0.19599711894989014,0.06830364465713501,0.29732489585876465,0.29732489585876465,0.0,4,624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,624,0.9069913625717163,0.9088448882102966,0.9671146839447974,0.8142702633754495,0.886276364326477,0.9297183752059937,0.9325928092002869,0.881677508354187,0.11832251399755478,0.06740722060203552,0.9178821444511414,0.8885887861251831,0.8963429927825928,0.920749306678772,0.9742129741047769,0.9403455994411989,0.6282163926195556,0.37178360738044436,0.3854145854145854,0.6860229574611749,0.9212027192115784,0.9434055089950562,0.9157997369766235,0.7688171863555908,0.022202815860509872,0.8370024356192292,0.7122227161120989,0.31299072298397074,0.14698253571987152,0.3006083720465895,0.9056808352470398,0.9087928533554077,0.9147560000419617,0.898876428604126,0.9655099970639158,0.9684916681267544,0.5788879126396385,0.4211120873603615,0.5385949696444059,0.4402384500745157,0.9396135210990906,0.9207853674888611,0.8660714030265808,0.8993610143661499,0.018828149884939194,0.8056849551414769,0.8201463981258963,0.10616747860502573,0.0332895927131176,0.09835651956989022,0.03386737466357803,0.024406278505921364,0.029293326660990715,0.2298300564289093,0.2298300564289093,0.0
