pca_mode,label similarity,sex similarity,age similarity,race similarity
PCA Mode 1,0.47485952106284385,0.03301174471077502,0.21067970875349795,0.03894433898172089
PCA Mode 2,0.2672536270480355,0.07452115018566309,0.10819304218170721,0.04325197269710046
PCA Mode 3,0.18126415958139394,0.10413759576110353,0.2051418501018222,0.04725948150831366
PCA Mode 4,0.18008430930334376,0.1267991681839591,0.17432370461939953,0.09613060614768426
