val/accuracy,val/f1,val/auc,val/youden,val/PPV,val/NPV,val/TPR,val/TNR,val/FPR,val/FNR,val/loss,val/primary_loss,val/fair_loss,epoch,step,train/accuracy,train/f1,train/auc,train/youden,train/PPV,train/NPV,train/TPR,train/TNR,train/FPR,train/FNR,train/loss,train/primary_loss,train/fair_loss
0.8354037404060364,0.46822741627693176,0.9165976392627874,0.6348622903292607,0.33175355195999146,0.9761589169502258,0.7954545617103577,0.839407742023468,0.16059225797653198,0.20454545319080353,0.9544796943664551,0.9544796943664551,0.0,0,85,,,,,,,,,,,,,
,,,,,,,,,,,,,0,85,0.8021576404571533,0.8121528029441833,0.8886898928258111,0.602675099437072,0.790469765663147,0.815936267375946,0.8350589275360107,0.7676162123680115,0.23238380253314972,0.16494108736515045,0.9101175665855408,0.9101175665855408,0.0
0.7939958572387695,0.4487534761428833,0.934303168357838,0.701775729964796,0.2967033088207245,0.9898989796638489,0.9204545617103577,0.7813211679458618,0.218678817152977,0.07954545319080353,0.8764142394065857,0.8764142394065857,0.0,1,171,,,,,,,,,,,,,
,,,,,,,,,,,,,1,171,0.8811482787132263,0.8824593424797058,0.9469906895222276,0.7632161080174882,0.8582483530044556,0.905940592288971,0.9080759286880493,0.855140209197998,0.14485980570316315,0.09192407876253128,0.596429705619812,0.596429705619812,0.0
0.8695651888847351,0.5333333611488342,0.9357398012010768,0.6928970801408161,0.3956044018268585,0.9795918464660645,0.8181818127632141,0.874715268611908,0.12528473138809204,0.1818181872367859,0.7131959199905396,0.7131959199905396,0.0,2,257,,,,,,,,,,,,,
,,,,,,,,,,,,,2,257,0.8923020958900452,0.8951023817062378,0.9583052753773009,0.7842062935968466,0.8857948780059814,0.899316132068634,0.9046076536178589,0.8795986771583557,0.12040133774280548,0.0953923687338829,0.5154860019683838,0.5154860019683838,0.0
0.9316770434379578,0.65625,0.9436865810726858,0.6692120521847174,0.6057692170143127,0.97099769115448,0.7159090638160706,0.9533029794692993,0.046697039157152176,0.28409090638160706,0.5962185859680176,0.5962185859680176,0.0,3,343,,,,,,,,,,,,,
,,,,,,,,,,,,,3,343,0.9118669033050537,0.910872757434845,0.970469833867053,0.8244522816112445,0.8966144919395447,0.9272593855857849,0.9255918860435486,0.8988603949546814,0.101139597594738,0.07440811395645142,0.46928349137306213,0.46928349137306213,0.0
0.932712197303772,0.6666666865348816,0.942521743632222,0.690800372747981,0.6074766516685486,0.9732246994972229,0.7386363744735718,0.9521639943122864,0.04783599078655243,0.2613636255264282,0.5734083652496338,0.5734083652496338,0.0,4,429,,,,,,,,,,,,,
,,,,,,,,,,,,,4,429,0.9158895611763,0.9162418246269226,0.9716355022050769,0.8322829400489304,0.8995352387428284,0.9330089688301086,0.9335806965827942,0.8987022638320923,0.1012977659702301,0.06641929596662521,0.4342459738254547,0.4342459738254547,0.0
0.8923395276069641,0.5905511975288391,0.9498213915924623,0.7486280803478982,0.4518072307109833,0.9837499856948853,0.8522727489471436,0.8963553309440613,0.10364464670419693,0.14772726595401764,0.6112939715385437,0.6112939715385437,0.0,5,515,,,,,,,,,,,,,
,,,,,,,,,,,,,5,515,0.9200950860977173,0.9208763241767883,0.9737843713523652,0.8402475015540061,0.9098389744758606,0.9308152794837952,0.9321847558021545,0.908062756061554,0.09193725138902664,0.06781525164842606,0.4205690026283264,0.4205690026283264,0.0
0.9223602414131165,0.6376811861991882,0.9481259059846759,0.689635535307517,0.5546218752861023,0.9740259647369385,0.75,0.9396355152130127,0.06036446616053581,0.25,0.5797806978225708,0.5797806978225708,0.0,6,601,,,,,,,,,,,,,
,,,,,,,,,,,,,6,601,0.9266776442527771,0.9272891879081726,0.9778047716471113,0.8534254738734681,0.9168160557746887,0.9369403123855591,0.9380043745040894,0.9154210686683655,0.08457893133163452,0.061995599418878555,0.40421074628829956,0.40421074628829956,0.0
0.9285714030265808,0.6634146571159363,0.9497178504866433,0.7169186166908261,0.5811966061592102,0.9764428734779358,0.7727272510528564,0.9441913366317749,0.0558086559176445,0.22727273404598236,0.5628075003623962,0.5628075003623962,0.0,7,687,,,,,,,,,,,,,
,,,,,,,,,,,,,7,687,0.9246662855148315,0.9258459210395813,0.9770863919626377,0.8493763538990018,0.9104424715042114,0.9398638606071472,0.9417795538902283,0.9075967669487,0.09240321069955826,0.058220431208610535,0.3921332359313965,0.3921332359313965,0.0
