pca_mode,label similarity,sex similarity,age similarity
PCA Mode 1,0.6293495874975086,0.10669660026306702,0.3616777696326277
PCA Mode 2,0.25582580406540406,0.16294694579111868,0.23330299965807685
PCA Mode 3,0.3321248077138088,0.06852020692531222,0.15422921793799294
PCA Mode 4,0.20335850449921952,0.07719851721173707,0.08614899895549011
