val/accuracy,val/f1,val/auc,val/youden,val/PPV,val/NPV,val/TPR,val/TNR,val/FPR,val/FNR,val/loss,val/primary_loss,val/fair_loss,epoch,step,train/accuracy,train/f1,train/auc,train/youden,train/PPV,train/NPV,train/TPR,train/TNR,train/FPR,train/FNR,train/loss,train/primary_loss,train/fair_loss
0.7049472332000732,0.8109825849533081,0.852027987408986,0.5366988220305395,0.9795315861701965,0.2034507542848587,0.6919227242469788,0.8447760939598083,0.15522387623786926,0.30807730555534363,0.1515302211046219,0.1515302211046219,0.0,0,696,,,,,,,,,,,,,
,,,,,,,,,,,,,0,696,0.7518012523651123,0.7501130104064941,0.823131584546007,0.5036038709971837,0.7483541965484619,0.7552178502082825,0.7518800497055054,0.7517238259315491,0.24827617406845093,0.24811996519565582,0.11733640730381012,0.11733640730381012,0.0
0.548136830329895,0.6746634840965271,0.8595267787297352,0.4464929626855296,0.9881974458694458,0.15139056742191315,0.5121645927429199,0.9343283772468567,0.0656716451048851,0.4878354072570801,0.2515166997909546,0.2515166997909546,0.0,1,1393,,,,,,,,,,,,,
,,,,,,,,,,,,,1,1393,0.7751217484474182,0.7748690843582153,0.8473896705835977,0.5502517016699984,0.7770516872406006,0.7732069492340088,0.7726987600326538,0.7775529623031616,0.22244705259799957,0.2273012399673462,0.10461688786745071,0.10461688786745071,0.0
0.6994785666465759,0.8063908219337463,0.863440409519205,0.5483164602401589,0.9818435907363892,0.20308662950992584,0.6841373443603516,0.8641790747642517,0.1358208954334259,0.31586265563964844,0.14770178496837616,0.14770178496837616,0.0,2,2090,,,,,,,,,,,,,
,,,,,,,,,,,,,2,2090,0.7832244634628296,0.7841498255729675,0.8609950119193617,0.5665106654139112,0.7883077263832092,0.7781515121459961,0.7800355553627014,0.7864751219749451,0.21352490782737732,0.2199644297361374,0.10035362094640732,0.10035362094640732,0.0
0.7418287992477417,0.8384529948234558,0.8651423129037144,0.5756622836049143,0.9804578423500061,0.2269076257944107,0.7323787212371826,0.8432835936546326,0.15671642124652863,0.26762130856513977,0.14693088829517365,0.14693088829517365,0.0,3,2787,,,,,,,,,,,,,
,,,,,,,,,,,,,3,2787,0.789890706539154,0.7901167869567871,0.8688514945145801,0.579810177546292,0.7932291626930237,0.7865711450576782,0.7870287895202637,0.792781412601471,0.20721858739852905,0.21297124028205872,0.09812446683645248,0.09812446683645248,0.0
0.7534019947052002,0.8471664190292358,0.8604215126231765,0.5680107733264721,0.9781579971313477,0.23216547071933746,0.7471152544021606,0.8208954930305481,0.17910447716712952,0.25288474559783936,0.1407128870487213,0.1407128870487213,0.0,4,3484,,,,,,,,,,,,,
,,,,,,,,,,,,,4,3484,0.7992503046989441,0.7983496189117432,0.8782606086023907,0.5985336025206873,0.8040052652359009,0.7946032285690308,0.7927730083465576,0.8057605624198914,0.19423942267894745,0.2072269767522812,0.09597502648830414,0.09597502648830414,0.0
0.7514943480491638,0.8460690379142761,0.8602260489572159,0.5510367666740676,0.9761861562728882,0.22819644212722778,0.7465591430664062,0.8044776320457458,0.19552238285541534,0.25344085693359375,0.1531510353088379,0.1531510353088379,0.0,5,4181,,,,,,,,,,,,,
,,,,,,,,,,,,,5,4181,0.8049289584159851,0.8015980124473572,0.8820918505587088,0.609770957516715,0.8129746317863464,0.7973603010177612,0.7905353903770447,0.8192355632781982,0.18076440691947937,0.20946462452411652,0.0950915515422821,0.0950915515422821,0.0
0.7458984851837158,0.8417550921440125,0.8602187865067822,0.5611618675702539,0.9780968427658081,0.2267489731311798,0.7387738227844238,0.8223880529403687,0.17761194705963135,0.26122620701789856,0.14690178632736206,0.14690178632736206,0.0,6,4878,,,,,,,,,,,,,
,,,,,,,,,,,,,6,4878,0.8120889663696289,0.8101587295532227,0.8882849557684339,0.624368989335343,0.8238332271575928,0.8009532690048218,0.7969307899475098,0.827438235282898,0.17256177961826324,0.20306923985481262,0.09358459711074829,0.09358459711074829,0.0
0.8164822459220886,0.8914955854415894,0.8596498253899417,0.5584629334904789,0.9708483219146729,0.2800227701663971,0.8241345882415771,0.7343283295631409,0.26567164063453674,0.17586542665958405,0.14133425056934357,0.14133425056934357,0.0,7,5575,,,,,,,,,,,,,
,,,,,,,,,,,,,7,5575,0.821201741695404,0.8183435201644897,0.8952242319217723,0.6424593995757548,0.8330470323562622,0.8101155757904053,0.8041500449180603,0.8383093476295471,0.16169065237045288,0.1958499550819397,0.09194517135620117,0.09194517135620117,0.0
0.6238077282905579,0.7442504167556763,0.859693815089712,0.49537444156943633,0.984221339225769,0.17220629751682281,0.5983595252037048,0.8970149159431458,0.10298507660627365,0.40164047479629517,0.20823712646961212,0.20823712646961212,0.0,8,6272,,,,,,,,,,,,,
,,,,,,,,,,,,,8,6272,0.8296186327934265,0.8256906270980835,0.9032787402873635,0.6592423917723473,0.8452750444412231,0.8153159022331238,0.8069931268692017,0.852249264717102,0.14775073528289795,0.19300687313079834,0.08990263938903809,0.08990263938903809,0.0
0.7191911339759827,0.8216478228569031,0.8652410822296138,0.5563300555473709,0.9805282354354858,0.21263079345226288,0.7070763111114502,0.8492537140846252,0.15074627101421356,0.2929236888885498,0.1501476764678955,0.1501476764678955,0.0,9,6969,,,,,,,,,,,,,
,,,,,,,,,,,,,9,6969,0.8116400837898254,0.8081477880477905,0.8875018834599899,0.6231298579891824,0.8187798261642456,0.8049290180206299,0.7977883219718933,0.825341522693634,0.17465844750404358,0.20221169292926788,0.09233079105615616,0.09233079105615616,0.0
