pca_mode,label similarity,sex similarity,age similarity,race similarity
PCA Mode 1,0.46852600533429517,0.07783970450090438,0.16905114727493636,0.044411847015683716
PCA Mode 2,0.24962473421554343,0.09278741238146185,0.0749679643916615,0.05469540289265296
PCA Mode 3,0.17873468665358025,0.07821135342740491,0.17078625248911442,0.07228991063242532
PCA Mode 4,0.10542161919985456,0.14995306175759204,0.044920565218519386,0.06790108499963447
