pca_mode,label similarity,sex similarity,age similarity,race similarity
PCA Mode 1,0.5171118224164923,0.03340560757048,0.22512492588061642,0.05617387547708658
PCA Mode 2,0.1531413111169736,0.09546106658536838,0.12645815171707758,0.038848904880549685
PCA Mode 3,0.059843538216948,0.15790278348944922,0.09568463023532314,0.10794605844072408
PCA Mode 4,0.2180627372605027,0.2726828446588907,0.0655472721019021,0.07270254634092775
