val/accuracy,val/f1,val/auc,val/youden,val/PPV,val/NPV,val/TPR,val/TNR,val/FPR,val/FNR,val/loss,val/primary_loss,val/fair_loss,epoch,step,train/accuracy,train/f1,train/auc,train/youden,train/PPV,train/NPV,train/TPR,train/TNR,train/FPR,train/FNR,train/loss,train/primary_loss,train/fair_loss
0.52620929479599,0.6540490984916687,0.8424911881069417,0.4152312672341445,0.9862083792686462,0.1435128003358841,0.4892631471157074,0.9259681105613708,0.07403188943862915,0.5107368230819702,0.7883380055427551,0.7883380055427551,0.0,0,918,,,,,,,,,,,,,
,,,,,,,,,,,,,0,918,0.7451577186584473,0.7417987585067749,0.8169944182497806,0.49021438952413154,0.7472317814826965,0.7431657314300537,0.7364441752433777,0.7537702322006226,0.24622979760169983,0.2635558247566223,0.5260672569274902,0.5260672569274902,0.0
0.5594527125358582,0.6860752701759338,0.8410411821124565,0.4484459896894857,0.9865719079971313,0.1524275541305542,0.5258947610855103,0.9225512742996216,0.07744874805212021,0.47410526871681213,0.9362483620643616,0.9362483620643616,0.0,1,1837,,,,,,,,,,,,,
,,,,,,,,,,,,,1,1837,0.7724342942237854,0.7673747539520264,0.8485106041976755,0.5446581428677355,0.7797639966011047,0.7656316757202148,0.7553730607032776,0.7892851233482361,0.2107148915529251,0.2446269690990448,0.4840795397758484,0.4840795397758484,0.0
0.5410483479499817,0.6686147451400757,0.8431793549934059,0.42834072653159083,0.9860455393791199,0.14713896811008453,0.5057894587516785,0.9225512742996216,0.07744874805212021,0.49421051144599915,0.9101823568344116,0.9101823568344116,0.0,2,2756,,,,,,,,,,,,,
,,,,,,,,,,,,,2,2756,0.7937590479850769,0.7874965071678162,0.8689893377614862,0.5871849048644049,0.806199312210083,0.7825482487678528,0.7696417570114136,0.8175431489944458,0.1824568510055542,0.23035824298858643,0.45135498046875,0.45135498046875,0.0
0.6053189635276794,0.7282017469406128,0.8472618990528714,0.48304591775566497,0.9850987195968628,0.16534942388534546,0.5775789618492126,0.9054669737815857,0.0945330262184143,0.42242103815078735,0.9409791827201843,0.9409791827201843,0.0,3,3675,,,,,,,,,,,,,
,,,,,,,,,,,,,3,3675,0.8065640926361084,0.7989039421081543,0.8843860166017774,0.6127173967235788,0.8262936472892761,0.7894151210784912,0.7732717394828796,0.8394456505775452,0.16055433452129364,0.22672827541828156,0.42401859164237976,0.42401859164237976,0.0
0.6583156585693359,0.7735053896903992,0.8486881069416137,0.5223342524877113,0.983593225479126,0.1840360015630722,0.6373684406280518,0.8849658370018005,0.11503417044878006,0.36263158917427063,0.757806658744812,0.757806658744812,0.0,4,4594,,,,,,,,,,,,,
,,,,,,,,,,,,,4,4594,0.8275316953659058,0.8235437273979187,0.9047579060931712,0.6556348215336221,0.8514227867126465,0.8061145544052124,0.797432541847229,0.8582022786140442,0.14179770648479462,0.2025674730539322,0.38473984599113464,0.38473984599113464,0.0
0.662651777267456,0.7769637703895569,0.8441213283778923,0.5291384726052031,0.9840245246887207,0.18631906807422638,0.6418947577476501,0.8872437477111816,0.11275626718997955,0.35810527205467224,0.8597583174705505,0.8597583174705505,0.0,5,5513,,,,,,,,,,,,,
,,,,,,,,,,,,,5,5513,0.8413570523262024,0.8354876637458801,0.915391025269952,0.6828311108919594,0.8690659403800964,0.8174152970314026,0.8044075965881348,0.8784235119819641,0.12157651036977768,0.19559237360954285,0.360304057598114,0.360304057598114,0.0
