pca_mode,label_hypoth,sex_hypoth,age_hypoth,race_hypoth,label_pv,sex_pv,age_pv,race_pv
PCA Mode 1,True,False,True,False,0.0,1.0,0.0,1.0
PCA Mode 2,True,True,True,True,0.0,5.912e-06,0.0,2.68461e-05
PCA Mode 3,True,True,True,True,1.96163e-05,0.0,0.0376695438,0.0003269615
PCA Mode 4,True,True,True,True,0.0,0.0,0.0,3e-10
