val/accuracy,val/f1,val/auc,val/youden,val/PPV,val/NPV,val/TPR,val/TNR,val/FPR,val/FNR,val/age_accuracy_group_0,val/age_accuracy_group_1,val/age_f1_group_0,val/age_f1_group_1,val/age_auc_group_0,val/age_auc_group_1,val/age_prevalence_group_0,val/age_prevalence_group_1,val/age_disease_prevalence_group_0,val/age_disease_prevalence_group_1,val/age_tpr_group_0,val/age_tpr_group_1,val/age_tnr_group_0,val/age_tnr_group_1,val/age_tpr_diff,val/age_youden_group_0,val/age_youden_group_1,val/age_dp,val/age_eq_odds,val/age_eq_opportunity,val/sex_accuracy_group_0,val/sex_accuracy_group_1,val/sex_f1_group_0,val/sex_f1_group_1,val/sex_auc_group_0,val/sex_auc_group_1,val/sex_prevalence_group_0,val/sex_prevalence_group_1,val/sex_disease_prevalence_group_0,val/sex_disease_prevalence_group_1,val/sex_tpr_group_0,val/sex_tpr_group_1,val/sex_tnr_group_0,val/sex_tnr_group_1,val/sex_tpr_diff,val/sex_youden_group_0,val/sex_youden_group_1,val/sex_dp,val/sex_eq_odds,val/sex_eq_opportunity,val/race_accuracy_group_0,val/race_accuracy_group_1,val/race_f1_group_0,val/race_f1_group_1,val/race_auc_group_0,val/race_auc_group_1,val/race_prevalence_group_0,val/race_prevalence_group_1,val/race_disease_prevalence_group_0,val/race_disease_prevalence_group_1,val/race_tpr_group_0,val/race_tpr_group_1,val/race_tnr_group_0,val/race_tnr_group_1,val/race_tpr_diff,val/race_youden_group_0,val/race_youden_group_1,val/race_dp,val/race_eq_odds,val/race_eq_opportunity,val/auc_gap,val/f1_gap,val/accuracy_gap,val/loss,val/primary_loss,val/fair_loss,epoch,step,train/accuracy,train/f1,train/auc,train/youden,train/PPV,train/NPV,train/TPR,train/TNR,train/FPR,train/FNR,train/age_accuracy_group_0,train/age_accuracy_group_1,train/age_f1_group_0,train/age_f1_group_1,train/age_auc_group_0,train/age_auc_group_1,train/age_prevalence_group_0,train/age_prevalence_group_1,train/age_disease_prevalence_group_0,train/age_disease_prevalence_group_1,train/age_tpr_group_0,train/age_tpr_group_1,train/age_tnr_group_0,train/age_tnr_group_1,train/age_tpr_diff,train/age_youden_group_0,train/age_youden_group_1,train/age_dp,train/age_eq_odds,train/age_eq_opportunity,train/sex_accuracy_group_0,train/sex_accuracy_group_1,train/sex_f1_group_0,train/sex_f1_group_1,train/sex_auc_group_0,train/sex_auc_group_1,train/sex_prevalence_group_0,train/sex_prevalence_group_1,train/sex_disease_prevalence_group_0,train/sex_disease_prevalence_group_1,train/sex_tpr_group_0,train/sex_tpr_group_1,train/sex_tnr_group_0,train/sex_tnr_group_1,train/sex_tpr_diff,train/sex_youden_group_0,train/sex_youden_group_1,train/sex_dp,train/sex_eq_odds,train/sex_eq_opportunity,train/race_accuracy_group_0,train/race_accuracy_group_1,train/race_f1_group_0,train/race_f1_group_1,train/race_auc_group_0,train/race_auc_group_1,train/race_prevalence_group_0,train/race_prevalence_group_1,train/race_disease_prevalence_group_0,train/race_disease_prevalence_group_1,train/race_tpr_group_0,train/race_tpr_group_1,train/race_tnr_group_0,train/race_tnr_group_1,train/race_tpr_diff,train/race_youden_group_0,train/race_youden_group_1,train/race_dp,train/race_eq_odds,train/race_eq_opportunity,train/auc_gap,train/f1_gap,train/accuracy_gap,train/loss,train/primary_loss,train/fair_loss
0.565690815448761,0.6920322179794312,0.8248474468354625,0.44069972047482553,0.9839299917221069,0.1541953682899475,0.5337015390396118,0.9069981575012207,0.0930018424987793,0.4662984311580658,0.48130300641059875,0.6241816878318787,0.5860636830329895,0.752616286277771,0.8302832959592579,0.8002255918304193,0.4093742602383019,0.5906257397616981,0.8793369313801079,0.9385437541750167,0.4175800085067749,0.6091102957725525,0.9456868767738342,0.854347825050354,0.19153031706809998,0.3632669097265506,0.46345814637165406,0.2068808137992768,0.19153031706809998,0.09133907407522202,0.5520083904266357,0.5864810943603516,0.681961715221405,0.7072896361351013,0.8275532347083362,0.828992339101126,0.6030931902469818,0.39690680975301823,0.9212351171006149,0.9037773359840954,0.5213748216629028,0.5527936816215515,0.9102990031242371,0.9028925895690918,0.03141885995864868,0.43167380803749844,0.45568622674369985,0.02157225429316023,0.03141885995864868,0.017457781116519522,0.5548517107963562,0.6052052974700928,0.6833106875419617,0.7233496308326721,0.8220369460532484,0.8377343829132342,0.784739209342697,0.21526079065730291,0.9178481649069884,0.9013929618768328,0.5232252478599548,0.5725904703140259,0.908200740814209,0.9033457040786743,0.04936524108052254,0.431425975410777,0.47593620884362275,0.03787701861705656,0.04936524108052254,0.016455203030155574,0.03750879108281491,0.1665526181459427,0.1428786963224411,0.7896229028701782,0.7395139932632446,0.21146135032176971,0,1190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1190,0.6896135210990906,0.6852436065673828,0.7520837745435549,0.37909590445501573,0.6896579265594482,0.6895709037780762,0.680885374546051,0.6982105374336243,0.3017894923686981,0.319114625453949,0.7125996947288513,0.6677922010421753,0.6276878118515015,0.720703661441803,0.7579650134246503,0.7162531867496781,0.4870021652122564,0.5129978347877436,0.3859937486527269,0.6008492569002123,0.6276440024375916,0.7133551836013794,0.7660069465637207,0.5992053151130676,0.08571121096611023,0.3936509128356229,0.31256051950075325,0.2026565661842507,0.1668016016483307,0.2148555082474854,0.6907063722610474,0.6880812048912048,0.6863344311714172,0.6837142109870911,0.7525467346150893,0.751900280680982,0.5837149793320648,0.41628502066793516,0.5018659232948158,0.48828925385367083,0.674251914024353,0.6904454231262207,0.7072840332984924,0.6858251690864563,0.01619352214038372,0.3815359770852258,0.37627061962463415,0.013707874652557295,0.021458879113197327,0.021458879113197327,0.6894238591194153,0.6902375817298889,0.6872512102127075,0.6784336566925049,0.7526117737615985,0.751198195887798,0.7669181812217046,0.2330818187782954,0.5036189107335353,0.47185001688998984,0.6775727868080139,0.6925187706947327,0.7014477849006653,0.6881995797157288,0.014945999719202518,0.3790205690726043,0.3807183447933973,0.002008255621355981,0.014945999719202518,0.03176889384354542,0.0417118266749722,0.0930158719420433,0.04480750858783722,0.5210356712341309,0.5952239632606506,0.07319072633981705
0.5290775895118713,0.6569326519966125,0.8356852260765343,0.4056618827761662,0.9836460947990417,0.1443764567375183,0.49313884973526,0.9125230312347412,0.08747697621583939,0.50686115026474,0.4406322240829468,0.5903807878494263,0.5368656516075134,0.7245283126831055,0.8561950156382843,0.7981828872040848,0.4093742602383019,0.5906257397616981,0.8793369313801079,0.9385437541750167,0.3686979413032532,0.5739501714706421,0.9648562073707581,0.841304361820221,0.2052522450685501,0.3335541695321682,0.4152545257620299,0.21997992386726672,0.2052522450685501,0.1235518828034401,0.5493916273117065,0.49821072816848755,0.6799256801605225,0.6196503639221191,0.8311810133432986,0.8410431657292033,0.6030931902469818,0.39690680975301823,0.9212351171006149,0.9037773359840954,0.5195284485816956,0.45226573944091797,0.8986710906028748,0.9297520518302917,0.06726274639368057,0.4181995724142551,0.38201779422832893,0.07108207746846151,0.06726274639368057,0.03108097054064274,0.5269985198974609,0.53665691614151,0.6563413143157959,0.6591154336929321,0.8358379451982789,0.8340849409875868,0.784739209342697,0.21526079065730291,0.9178481649069884,0.9013929618768328,0.4921121895313263,0.4969499707221985,0.9167686700820923,0.8996282815933228,0.004837797489017248,0.4088808481469046,0.3965782324546352,0.0006772955065175168,0.01714041270315647,0.01714041270315647,0.05801212843419945,0.18766267597675323,0.1497485339641571,0.9791940450668335,0.8623547554016113,0.3057357668876648,1,2381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2381,0.7578899264335632,0.756852924823761,0.8294574280366218,0.5157689910490288,0.7586325407028198,0.757157027721405,0.7550816535949707,0.7606873512268066,0.23931266367435455,0.2449183464050293,0.7792099714279175,0.7375969886779785,0.7020805478096008,0.7880593538284302,0.8326156860214956,0.7967745375298474,0.48765829013844236,0.5123417098615577,0.3843711318013024,0.608175601260149,0.6768411993980408,0.8021478056907654,0.8431243896484375,0.6374036073684692,0.1253066062927246,0.519965619932439,0.4395514027614129,0.27318548164628853,0.20572081208229065,0.22380446945884663,0.7550463080406189,0.7618361115455627,0.7563062906265259,0.7576289176940918,0.825929864968924,0.8345280718799593,0.5811954596155108,0.4188045403844892,0.5058703996387446,0.48955036816543945,0.7513947486877441,0.7603686451911926,0.7587845325469971,0.7632434964179993,0.008973885327577591,0.5101793335830613,0.5236121722802474,0.0062090447054571896,0.008973885327577591,0.01632003147330513,0.7573785781860352,0.7595479488372803,0.7592305541038513,0.7487346529960632,0.828587998941688,0.8321231669788554,0.7642936815169609,0.23570631848303916,0.5065501433648679,0.47466874512860485,0.7551774382591248,0.7547501921653748,0.7596381306648254,0.7638829946517944,0.0004272636433597654,0.5148155745858949,0.5186331772041672,0.018845809975634342,0.004244866315275431,0.03188139823626307,0.03775353435011186,0.08597879856824875,0.04161293804645538,0.5148814916610718,0.5147733688354492,0.10078992694616318
0.6682711243629456,0.7815650105476379,0.8474606233791251,0.522017673645498,0.9819819927215576,0.18907059729099274,0.649089515209198,0.8729282021522522,0.1270718276500702,0.3509105145931244,0.588473379611969,0.7235804796218872,0.6983184814453125,0.829977810382843,0.8633474472409248,0.8159939656506267,0.4093742602383019,0.5906257397616981,0.8793369313801079,0.9385437541750167,0.5416483879089355,0.7188612222671509,0.9297124743461609,0.7956521511077881,0.17721280455589294,0.47136085988853615,0.5145133838774563,0.20246859692141933,0.17721280455589294,0.13406029343605042,0.6785293817520142,0.6526839137077332,0.7917619943618774,0.7654088735580444,0.841331220412383,0.8555550606654475,0.6030931902469818,0.39690680975301823,0.9212351171006149,0.9037773359840954,0.6634001135826111,0.6269247531890869,0.855481743812561,0.89462810754776,0.03647531569004059,0.5188818127899191,0.5215528682012702,0.04579085736789512,0.03914637118577957,0.03914637118577957,0.6679738759994507,0.6693548560142517,0.7822474241256714,0.779029905796051,0.8478829448067307,0.84638933528454,0.784739209342697,0.21526079065730291,0.9178481649069884,0.9013929618768328,0.6497589945793152,0.6466042995452881,0.8714810013771057,0.8773234486579895,0.003154672682285309,0.5212400114997151,0.5239277307697541,0.011996810905729238,0.0058423918671905994,0.016455203030155574,0.047353481590298174,0.13165931403636932,0.1351071000099182,0.7023147940635681,0.6261226534843445,0.22638177871704102,2,3572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3572,0.7621153593063354,0.7605537176132202,0.8345565970675892,0.524259557031495,0.7669970393180847,0.7573767304420471,0.7542177438735962,0.770041823387146,0.2299581915140152,0.2457822561264038,0.781518280506134,0.743763267993927,0.7034553289413452,0.7927380800247192,0.8359829476880811,0.8036539707034422,0.4860835903155961,0.5139164096844039,0.3840235408455267,0.6114700099583791,0.6747978925704956,0.8013947606086731,0.848051905632019,0.6530625820159912,0.1265968531370163,0.5228497821707108,0.45445731245266163,0.2720897181050879,0.19498932361602783,0.22744646911285238,0.7589380145072937,0.7665348649024963,0.7584476470947266,0.7635149955749512,0.8309191452854892,0.8396614531313946,0.5817597270520307,0.4182402729479693,0.5047030428800217,0.49563880522088355,0.7498547434806824,0.7603975534439087,0.7681938409805298,0.7725660800933838,0.010542795062065125,0.518048573177539,0.5329636402604545,0.001675501206323038,0.010542795062065125,0.009064237659138108,0.7605348825454712,0.7672727108001709,0.7631579041481018,0.7513746023178101,0.8324563008287286,0.8405809831325946,0.7654353388885243,0.23456466111147561,0.5104748842791017,0.4697062937062937,0.7557764649391174,0.7486898303031921,0.7654969692230225,0.7837324738502502,0.007086611818522215,0.5212734174079396,0.5324223135407116,0.034250383938023266,0.01823550835251808,0.04076859057280802,0.036927012429152306,0.08928273618221283,0.037755031138658524,0.5070447325706482,0.507167398929596,0.10022153705358505
0.6259765028953552,0.7459262609481812,0.8468594781635163,0.49829061622212345,0.9842976331710815,0.1739828735589981,0.6005005836486816,0.8977900743484497,0.10220994800329208,0.39949944615364075,0.5539706945419312,0.6758850812911987,0.6635649800300598,0.7940227389335632,0.8572896255075615,0.8191295064211668,0.4093742602383019,0.5906257397616981,0.8793369313801079,0.9385437541750167,0.5002192258834839,0.6656227707862854,0.9456868767738342,0.832608699798584,0.1654035747051239,0.44590610306280665,0.4982314714528857,0.1885885366209159,0.1654035747051239,0.11307820677757263,0.6318199634552002,0.6170974373817444,0.7534606456756592,0.7340513467788696,0.8414941248246506,0.8551351110594,0.6030931902469818,0.39690680975301823,0.9212351171006149,0.9037773359840954,0.6107087135314941,0.5846898555755615,0.8787375688552856,0.9214876294136047,0.026018869131803513,0.48944624767793377,0.5061774405253188,0.0361734343383634,0.04275006055831909,0.04275006055831909,0.6245349645614624,0.6312316656112671,0.7457442283630371,0.7465994954109192,0.8465297571221534,0.8478693699345852,0.784739209342697,0.21526079065730291,0.9178481649069884,0.9013929618768328,0.5999123454093933,0.6026840209960938,0.8996328115463257,0.8921933174133301,0.0027716602198779583,0.49954516051864584,0.4948773264436386,0.0049881754340957984,0.007439494598656893,0.016455203030155574,0.03816011908639472,0.13045775890350342,0.12191440165042877,0.9967519044876099,0.8234803676605225,0.4161704480648041,3,4763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4763,0.7709992527961731,0.7689924836158752,0.8435564522434681,0.5420335766658537,0.7771713137626648,0.7650588154792786,0.7609840631484985,0.7810495495796204,0.21895046532154083,0.23901595175266266,0.7925065755844116,0.7504807710647583,0.7174438238143921,0.7981999516487122,0.8460701236958836,0.8131086738369351,0.488235680073486,0.511764319926514,0.3861742729667258,0.6102976999410241,0.6821408867835999,0.8085794448852539,0.8619406223297119,0.6594946980476379,0.12643860280513763,0.5440814938705487,0.46807414180214124,0.27800025173591114,0.20244595408439636,0.22412342697429832,0.7683795094490051,0.7745974659919739,0.7685474753379822,0.7696176767349243,0.8400679653242997,0.8483460656665442,0.5786759398989567,0.42132406010104323,0.5053290398657535,0.4947519232566107,0.7609944343566895,0.7609694600105286,0.7759237289428711,0.7879422903060913,2.4967417630250566e-05,0.5369181541821484,0.5489117686310809,0.011763763977649333,0.012018581852316856,0.012018581852316856,0.7695392966270447,0.775854229927063,0.7718948721885681,0.758485734462738,0.8422774146819915,0.8472528750434711,0.7688078210091202,0.23119217899087988,0.5112567634458156,0.46634124191168125,0.7626948952674866,0.7547468543052673,0.7766990065574646,0.7942990660667419,0.007948053069412708,0.5393939177851124,0.5490459207440379,0.03732608825764411,0.017600055783987045,0.04491552153413436,0.035237391829609166,0.08075613528490067,0.04202580451965332,0.49820590019226074,0.49861785769462585,0.09965188056230545
0.5788684487342834,0.7040097713470459,0.8384854049141566,0.45845045115493477,0.9849472641944885,0.1587734818458557,0.5477690696716309,0.910681426525116,0.08931860327720642,0.45223096013069153,0.5106014013290405,0.6261857151985168,0.6174476146697998,0.7544321417808533,0.8446700973313369,0.8127569240290886,0.4093742602383019,0.5906257397616981,0.8793369313801079,0.9385437541750167,0.44914510846138,0.6118149757385254,0.9584664702415466,0.845652163028717,0.162669837474823,0.40761156546719457,0.45746712053226046,0.18373928530409567,0.162669837474823,0.1128142774105072,0.5622137784957886,0.6041749715805054,0.6911574602127075,0.7233569622039795,0.8395057708976517,0.8473542265837191,0.6030931902469818,0.39690680975301823,0.9212351171006149,0.9037773359840954,0.5317426323890686,0.5725913047790527,0.9186046719551086,0.9008264541625977,0.040848638862371445,0.4503473013545247,0.47341773532630627,0.030766675623350004,0.040848638862371445,0.01777820475399494,0.5718451738357544,0.6044721603393555,0.6986979842185974,0.723262369632721,0.8415455638668651,0.83253687614423,0.784739209342697,0.21526079065730291,0.9178481649069884,0.9013929618768328,0.5408632755279541,0.5734038352966309,0.9179926514625549,0.8884758353233337,0.032540544867515564,0.4588559338852196,0.46187965912337803,0.02469181672217724,0.032540544867515564,0.02951681986451149,0.03459730255463045,0.13698451220989227,0.11558431386947632,0.8667647242546082,0.7763209939002991,0.2674526572227478,4,5954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5954,0.769450843334198,0.7662733197212219,0.8431899758117568,0.5388928925385641,0.7767199873924255,0.7625619769096375,0.7561039924621582,0.7827889323234558,0.2172110676765442,0.24389603734016418,0.7942482829093933,0.7455763220787048,0.7211486101150513,0.7924266457557678,0.8483801663794031,0.8112143072072924,0.4905189948166131,0.5094810051833869,0.38747993579454254,0.6080103026400515,0.6866196990013123,0.7987375855445862,0.8623340129852295,0.6631184816360474,0.11211789399385452,0.548953750455212,0.46185607941557283,0.2673202524532679,0.19921556115150452,0.22053036684550897,0.7662112712860107,0.7739991545677185,0.7649490833282471,0.7681703567504883,0.8388820065776088,0.8493096551418169,0.5840299192966341,0.41597008070336594,0.5054824068664899,0.49190826209028676,0.752589225769043,0.7611748576164246,0.7801353931427002,0.7864149808883667,0.008585652336478233,0.532724633274996,0.5475898867877564,0.0061985417429265555,0.008585652336478233,0.013574144776203168,0.7669879794120789,0.7776577472686768,0.7675154805183411,0.7618293762207031,0.8404987195724385,0.8518242337882532,0.7691752509677843,0.23082474903221573,0.5079075322016549,0.47293916998294483,0.7572805881500244,0.7518932819366455,0.7770073413848877,0.8007766008377075,0.0053873187862336636,0.5342879249383872,0.5526698716528704,0.033758896436246244,0.023769265040755272,0.034968362218710025,0.04060992658096085,0.07127804309129715,0.04867195710539818,0.4966588020324707,0.4969259798526764,0.10010232031345367
