pca_mode,label similarity,sex similarity,age similarity
PCA Mode 1,0.5072465856365684,0.08761414181948411,0.3044854892862788
PCA Mode 2,0.32373970528715584,0.13982228245920772,0.2405285262192666
PCA Mode 3,0.21970911889575184,0.21218009569403698,0.15346790936287705
PCA Mode 4,0.2783593243638019,0.18689640279133068,0.17264972789261876
