pca_mode,label similarity,sex similarity,age similarity,race similarity
PCA Mode 1,0.5510848686401445,0.043851969748076425,0.22293401328157758,0.031825046364573395
PCA Mode 2,0.10629083135772113,0.14494924121091926,0.08846756538396267,0.04451344136827379
PCA Mode 3,0.27149061006144437,0.09110945870606346,0.17755741855536472,0.050108474750749414
PCA Mode 4,0.2565893236460456,0.25921310735841835,0.11716446949245966,0.17851899991515954
