pca_mode,label_hypoth,sex_hypoth,age_hypoth,race_hypoth,label_pv,sex_pv,age_pv,race_pv
PCA Mode 1,True,False,True,False,0.0,0.4936660971,0.0,1.0
PCA Mode 2,True,True,True,False,0.0211962345,0.0,1.95289e-05,0.8715559313
PCA Mode 3,True,True,True,False,0.0,8.10877e-05,0.0,0.3979661602
PCA Mode 4,True,True,True,True,3.1075e-06,0.0,1.4316e-06,0.0
