pca_mode,label similarity,sex similarity,age similarity,race similarity
PCA Mode 1,0.4759948228063527,0.12227858200746199,0.17567122544585004,0.06440367812972038
PCA Mode 2,0.256868438554894,0.19407311682224093,0.10761817129212055,0.120102384531274
PCA Mode 3,0.27063633516997826,0.15511895119185595,0.15966649538139055,0.12363286101011975
PCA Mode 4,0.2047850047501126,0.11019772759373873,0.09790955850435112,0.05300048945513962
