val/accuracy,val/f1,val/auc,val/youden,val/PPV,val/NPV,val/TPR,val/TNR,val/FPR,val/FNR,val/age_accuracy_group_0,val/age_accuracy_group_1,val/age_f1_group_0,val/age_f1_group_1,val/age_auc_group_0,val/age_auc_group_1,val/age_prevalence_group_0,val/age_prevalence_group_1,val/age_disease_prevalence_group_0,val/age_disease_prevalence_group_1,val/age_tpr_group_0,val/age_tpr_group_1,val/age_tnr_group_0,val/age_tnr_group_1,val/age_tpr_diff,val/age_youden_group_0,val/age_youden_group_1,val/age_dp,val/age_eq_odds,val/age_eq_opportunity,val/sex_accuracy_group_0,val/sex_accuracy_group_1,val/sex_f1_group_0,val/sex_f1_group_1,val/sex_auc_group_0,val/sex_auc_group_1,val/sex_prevalence_group_0,val/sex_prevalence_group_1,val/sex_disease_prevalence_group_0,val/sex_disease_prevalence_group_1,val/sex_tpr_group_0,val/sex_tpr_group_1,val/sex_tnr_group_0,val/sex_tnr_group_1,val/sex_tpr_diff,val/sex_youden_group_0,val/sex_youden_group_1,val/sex_dp,val/sex_eq_odds,val/sex_eq_opportunity,val/race_accuracy_group_0,val/race_accuracy_group_1,val/race_f1_group_0,val/race_f1_group_1,val/race_auc_group_0,val/race_auc_group_1,val/race_prevalence_group_0,val/race_prevalence_group_1,val/race_disease_prevalence_group_0,val/race_disease_prevalence_group_1,val/race_tpr_group_0,val/race_tpr_group_1,val/race_tnr_group_0,val/race_tnr_group_1,val/race_tpr_diff,val/race_youden_group_0,val/race_youden_group_1,val/race_dp,val/race_eq_odds,val/race_eq_opportunity,val/auc_gap,val/f1_gap,val/accuracy_gap,val/loss,val/primary_loss,val/fair_loss,epoch,step,train/accuracy,train/f1,train/auc,train/youden,train/PPV,train/NPV,train/TPR,train/TNR,train/FPR,train/FNR,train/age_accuracy_group_0,train/age_accuracy_group_1,train/age_f1_group_0,train/age_f1_group_1,train/age_auc_group_0,train/age_auc_group_1,train/age_prevalence_group_0,train/age_prevalence_group_1,train/age_disease_prevalence_group_0,train/age_disease_prevalence_group_1,train/age_tpr_group_0,train/age_tpr_group_1,train/age_tnr_group_0,train/age_tnr_group_1,train/age_tpr_diff,train/age_youden_group_0,train/age_youden_group_1,train/age_dp,train/age_eq_odds,train/age_eq_opportunity,train/sex_accuracy_group_0,train/sex_accuracy_group_1,train/sex_f1_group_0,train/sex_f1_group_1,train/sex_auc_group_0,train/sex_auc_group_1,train/sex_prevalence_group_0,train/sex_prevalence_group_1,train/sex_disease_prevalence_group_0,train/sex_disease_prevalence_group_1,train/sex_tpr_group_0,train/sex_tpr_group_1,train/sex_tnr_group_0,train/sex_tnr_group_1,train/sex_tpr_diff,train/sex_youden_group_0,train/sex_youden_group_1,train/sex_dp,train/sex_eq_odds,train/sex_eq_opportunity,train/race_accuracy_group_0,train/race_accuracy_group_1,train/race_f1_group_0,train/race_f1_group_1,train/race_auc_group_0,train/race_auc_group_1,train/race_prevalence_group_0,train/race_prevalence_group_1,train/race_disease_prevalence_group_0,train/race_disease_prevalence_group_1,train/race_tpr_group_0,train/race_tpr_group_1,train/race_tnr_group_0,train/race_tnr_group_1,train/race_tpr_diff,train/race_youden_group_0,train/race_youden_group_1,train/race_dp,train/race_eq_odds,train/race_eq_opportunity,train/auc_gap,train/f1_gap,train/accuracy_gap,train/loss,train/primary_loss,train/fair_loss
0.08656198531389236,0.0018968788208439946,0.6964334673026115,0.0009493397773365775,1.0,0.0857684388756752,0.0009493397665210068,1.0,0.0,0.9990506768226624,0.12143407762050629,0.06239144876599312,0.0017520806286484003,0.001990898745134473,0.7020309810309642,0.6730355871886121,0.4093742602383019,0.5906257397616981,0.8793369313801079,0.9385437541750167,0.0008768084226176143,0.000996441231109202,1.0,1.0,0.00011963286669924855,0.0008768084173607082,0.000996441281138738,0.00016419371768466265,0.00011963286669924855,0.05920682279490874,0.07968075573444366,0.09701789170503616,0.001986379036679864,0.001758241793140769,0.7065770680603074,0.6865303436314915,0.6030931902469818,0.39690680975301823,0.9212351171006149,0.9037773359840954,0.000994176953099668,0.0008798944181762636,1.0,1.0,0.00011428254947531968,0.0009941769634995712,0.0008798944126704455,0.00012064210315758199,0.00011428254947531968,0.017457781116519522,0.08295626193284988,0.0997067466378212,0.0017513134516775608,0.0024370430037379265,0.6952163813013773,0.6954499894931147,0.784739209342697,0.21526079065730291,0.9178481649069884,0.9013929618768328,0.0008764241938479245,0.0012200081255286932,1.0,1.0,0.00034358393168076873,0.0008764241893075564,0.001220008133387518,0.0002952824110319368,0.00034358393168076873,0.016455203030155574,0.033541480871695284,0.0006857295520603657,0.05904262885451317,0.735270619392395,0.7505812644958496,0.018122095614671707,0,1190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1190,0.5509874820709229,0.5618205070495605,0.5662836134856847,0.10205622529641456,0.5477563738822937,0.5545660853385925,0.5766258239746094,0.5254303812980652,0.4745696187019348,0.4233741760253906,0.5522351861000061,0.5497904419898987,0.4912761449813843,0.6130215525627136,0.5690275013869034,0.5532560214808043,0.4896266649170002,0.5103733350829998,0.3844071612349914,0.60933844136477,0.5624346137046814,0.5852145552635193,0.5458661913871765,0.4945373237133026,0.022779928520321846,0.10830080454828361,0.07975188337756034,0.058293133558275034,0.05132884904742241,0.2249312801297786,0.5531924366950989,0.547934889793396,0.5621386766433716,0.5613843202590942,0.5688899800214446,0.562907088426738,0.5806049471819434,0.41939505281805656,0.5016386032320036,0.49583854818523154,0.5717504024505615,0.5834543108940125,0.534512460231781,0.5130019187927246,0.011703887023031712,0.10626286588826428,0.09645620547985789,0.016031697011930524,0.021510547026991844,0.021510547026991844,0.5501899719238281,0.553610622882843,0.5652332305908203,0.5501163005828857,0.5654719387543489,0.5692014120185535,0.766852568729086,0.23314743127091397,0.5085047400663951,0.46862160184611923,0.5750101208686829,0.5823925137519836,0.5245108008384705,0.5282279253005981,0.007382409647107124,0.09952092350818242,0.11062044736005738,0.002484844119419627,0.007382409647107124,0.03988313822027589,0.015945390537749127,0.12174542248249054,0.005675707943737507,0.6958914995193481,0.6885756254196167,0.020280160009860992
0.47313186526298523,0.598472535610199,0.8156990648534326,0.3686733131576778,0.9869099855422974,0.1336653083562851,0.4294467866420746,0.939226508140564,0.06077348068356514,0.570553183555603,0.4182729423046112,0.5111556649208069,0.5086290836334229,0.6510918140411377,0.8259918720139843,0.7836815720253753,0.4093742602383019,0.5906257397616981,0.8793369313801079,0.9385437541750167,0.342393696308136,0.4859786331653595,0.9712460041046143,0.895652174949646,0.1435849666595459,0.3136396933691712,0.38163082159987627,0.1579760909637316,0.1435849666595459,0.07559382915496826,0.4943085312843323,0.4409542679786682,0.6249393224716187,0.5553447008132935,0.8155990470622708,0.8167722146069745,0.6030931902469818,0.39690680975301823,0.9212351171006149,0.9037773359840954,0.4573214054107666,0.38627365231513977,0.9269102811813354,0.9545454382896423,0.07104775309562683,0.38423170221309366,0.34081910170779506,0.07357831293021672,0.07104775309562683,0.027635155245661736,0.46847662329673767,0.4901026487350464,0.5953766107559204,0.6098176836967468,0.8153560888953729,0.8184243904872626,0.784739209342697,0.21526079065730291,0.9178481649069884,0.9013929618768328,0.42605170607566833,0.44204962253570557,0.9424724578857422,0.9293680191040039,0.015997905284166336,0.36852416924748743,0.37141764340386807,0.009648447693988482,0.015997905284166336,0.016455203030155574,0.042310299988609024,0.14246271550655365,0.09288270771503448,0.8540295958518982,0.7167909741401672,0.0767742395401001,1,2381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2381,0.6235417723655701,0.6332114338874817,0.6696137304340444,0.24683439221239167,0.6205487847328186,0.6268319487571716,0.6464016437530518,0.6004327535629272,0.39956724643707275,0.35359835624694824,0.6290173530578613,0.6184173822402954,0.5543417930603027,0.6840810179710388,0.6707328026219523,0.6417069722215569,0.4834328456138049,0.5165671543861952,0.3876764386536373,0.6103645370252763,0.5951547622680664,0.6768635511398315,0.6504566073417664,0.5268613696098328,0.08170878887176514,0.2456113409949392,0.20372491854213903,0.15272394636736591,0.1235952079296112,0.22268809837163894,0.6251691579818726,0.6212782263755798,0.6350558996200562,0.6306416392326355,0.6706215332645361,0.6684794348040236,0.581746604553507,0.41825339544649304,0.5087070287828205,0.4943682740877859,0.6410961151123047,0.6539950370788574,0.6086776852607727,0.5892901420593262,0.012898916378617287,0.2497738193310446,0.24328519625745004,0.01259832459736221,0.019387539476156235,0.019387539476156235,0.6239088177680969,0.6223359107971191,0.6362853646278381,0.6227813959121704,0.6701316554477685,0.6683573111939949,0.7666426087527065,0.2333573912472935,0.5105782068398891,0.4768599223977956,0.6443058848381042,0.6537736058235168,0.6026300191879272,0.5936794877052307,0.009467707946896553,0.24693589117044557,0.247453043144938,0.0008709105328738032,0.009467707946896553,0.03371828444209346,0.029025830400395414,0.1297392100095749,0.010599996894598007,0.6302078366279602,0.6747481226921082,0.012129795737564564
0.8082537651062012,0.8871551752090454,0.8192411687003645,0.4606520675278909,0.9602895379066467,0.25348496437072754,0.8243721127510071,0.6362799406051636,0.3637200593948364,0.17562785744667053,0.7523130178451538,0.8470273613929749,0.8421182036399841,0.9145203232765198,0.8241015164863793,0.7942959925731086,0.4093742602383019,0.5906257397616981,0.8793369313801079,0.9385437541750167,0.7512056231498718,0.871886134147644,0.7603833675384521,0.46739131212234497,0.12068051099777222,0.5115889981553408,0.3392774253442674,0.16155969095734524,0.29299208521842957,0.29299208521842957,0.8000785112380981,0.8206759691238403,0.8820077180862427,0.8949207663536072,0.8226958285618029,0.8183095301291119,0.6030931902469818,0.39690680975301823,0.9212351171006149,0.9037773359840954,0.8111063838005066,0.8449186086654663,0.6710963249206543,0.5929751992225647,0.033812232315540314,0.4822027224500447,0.4378938163783981,0.029657564231255207,0.0781211405992508,0.0781211405992508,0.8074409365653992,0.8112170100212097,0.8869205713272095,0.8880191445350647,0.8199961354735105,0.8178952667615057,0.784739209342697,0.21526079065730291,0.9178481649069884,0.9013929618768328,0.8227432370185852,0.8304188847541809,0.6364749073982239,0.6356877088546753,0.007675661705434322,0.45921811591326733,0.4661066018011373,0.0005601187764375792,0.007675661705434322,0.016455203030155574,0.029805523913270737,0.07240214943885803,0.09471435844898224,0.6670163869857788,0.6036293506622314,0.042020898312330246,2,3572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3572,0.7150186896324158,0.7168394327163696,0.7829130096944044,0.43002102558293887,0.7133700251579285,0.7167051434516907,0.720342755317688,0.7096782922744751,0.2903217375278473,0.279657244682312,0.7364513278007507,0.6944594383239746,0.6559121012687683,0.7530238032341003,0.7881507640713545,0.7445215242259262,0.48960041991995273,0.5103995800800473,0.38716161886893596,0.6097441830569482,0.6488057971000671,0.7639146447181702,0.7918215394020081,0.5859410762786865,0.11510884016752243,0.4406273764992452,0.3498557596112488,0.24860896442734975,0.20588046312332153,0.22258256418801226,0.7121028900146484,0.7191410064697266,0.7157582640647888,0.7183917164802551,0.779517505537167,0.7880305830247873,0.5857095991076701,0.4142904008923299,0.5072366357485325,0.4916220582179849,0.7146201133728027,0.7286901473999023,0.7095116972923279,0.7099065184593201,0.01407002005726099,0.4241318263477576,0.43859670377245896,9.375647464937575e-05,0.01407002005726099,0.015614577530547624,0.714794933795929,0.715749979019165,0.7206874489784241,0.7034417986869812,0.7818276425916357,0.7859543363209307,0.7657109113575225,0.23428908864247752,0.5101540676252335,0.47009073596953066,0.7212442755699158,0.7171452641487122,0.7080782055854797,0.7145122289657593,0.004099049139767885,0.4293225174871096,0.4316574480928579,0.022536440852759965,0.006433979608118534,0.04006333165570286,0.043629239845428325,0.09711171686649323,0.041991911828517914,0.647303581237793,0.6461921334266663,0.020451148971915245
0.4117414951324463,0.5292074680328369,0.828207725016017,0.3082051533907706,0.9863465428352356,0.12201780080795288,0.36161214113235474,0.9465929865837097,0.05340699851512909,0.6383878588676453,0.3307633101940155,0.4678690731525421,0.3889475464820862,0.6077021360397339,0.841005290264205,0.7974993037289185,0.4093742602383019,0.5906257397616981,0.8793369313801079,0.9385437541750167,0.24221833050251007,0.43914589285850525,0.9760383367538452,0.906521737575531,0.19692757725715637,0.21825666395406973,0.3456676466037445,0.20201966513340222,0.19692757725715637,0.06951659917831421,0.43059009313583374,0.3831014037132263,0.5562806129455566,0.48515015840530396,0.824585920812177,0.8332804608901477,0.6030931902469818,0.39690680975301823,0.9212351171006149,0.9037773359840954,0.38744497299194336,0.32160142064094543,0.935215950012207,0.96074378490448,0.06584355980157852,0.32266091204766,0.2823452094839527,0.06759721664777785,0.06584355980157852,0.02552785538136959,0.4224233329296112,0.3728005886077881,0.5442716479301453,0.47044259309768677,0.8278148958857409,0.8298648013291589,0.784739209342697,0.21526079065730291,0.9178481649069884,0.9013929618768328,0.3757668733596802,0.3090687394142151,0.9436964392662048,0.9553903341293335,0.06669814139604568,0.3194633215940408,0.2644590616973381,0.06653117070574371,0.06669814139604568,0.016455203030155574,0.04350598653528648,0.2187546044588089,0.1371057778596878,0.8219978213310242,0.7308210134506226,0.052226874977350235,3,4763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4763,0.7127222418785095,0.7152371406555176,0.780342993994074,0.4254070634415825,0.7109277844429016,0.7145711779594421,0.7195990085601807,0.7058080434799194,0.29419195652008057,0.28040099143981934,0.7296099066734314,0.6965957880020142,0.6494130492210388,0.7544686198234558,0.7802985399569426,0.7473842023928877,0.4884718850469129,0.511528114953087,0.38751880507199654,0.6100664426258947,0.646239161491394,0.7640973925590515,0.7823588848114014,0.5909868478775024,0.11785822361707687,0.42859804350019015,0.3550842307768918,0.24190720511322972,0.19137203693389893,0.22254763755389817,0.7117565870285034,0.7140660285949707,0.7139115929603577,0.7170760631561279,0.7789500834405497,0.7824426126977445,0.5818647070402204,0.4181352929597795,0.5035971223021583,0.4982425307557118,0.7141513824462891,0.7272612452507019,0.7093271613121033,0.7009631991386414,0.013109909370541573,0.42347852048001977,0.4282244972971352,0.008461025182106896,0.013109909370541573,0.008363932371139526,0.7127282023429871,0.7127028703689575,0.7184097170829773,0.7043648362159729,0.7805859569228168,0.7793456764782208,0.7655009513811429,0.23449904861885704,0.5093511613953887,0.47526580861779516,0.7194494009017944,0.7201224565505981,0.7057508230209351,0.7059827446937561,0.0006730545428581536,0.4252002202995997,0.42610517747108423,0.014294906947018682,0.0006730545428581536,0.03408535277759356,0.03505841030485679,0.1050555631518364,0.03301415219902992,0.6491305828094482,0.6492614150047302,0.019989926367998123
0.6744259595870972,0.7871440649032593,0.826899899407811,0.5037141547943564,0.9784532785415649,0.18826907873153687,0.6584103107452393,0.8453038930892944,0.15469613671302795,0.34158971905708313,0.604279100894928,0.723046064376831,0.7140270471572876,0.8301515579223633,0.8354462758753027,0.798933622156893,0.4093742602383019,0.5906257397616981,0.8793369313801079,0.9385437541750167,0.5618149638175964,0.7211387753486633,0.9137380123138428,0.752173900604248,0.1593237966299057,0.4755530125932659,0.4733127030790656,0.18761746057007356,0.16156411170959473,0.16156411170959473,0.6777443289756775,0.669383704662323,0.7914302945137024,0.7804620265960693,0.8274486031271041,0.8268514596430246,0.6030931902469818,0.39690680975301823,0.9212351171006149,0.9037773359840954,0.6636841297149658,0.6502419710159302,0.8421927094459534,0.8491735458374023,0.013442165218293667,0.5058768268060685,0.4994155246824925,0.021651928023641465,0.013442165218293667,0.017457781116519522,0.6739065051078796,0.6763196587562561,0.7874696850776672,0.7859393954277039,0.8286752290556609,0.8210737885712299,0.784739209342697,0.21526079065730291,0.9178481649069884,0.9013929618768328,0.6581945419311523,0.6592110395431519,0.8494492173194885,0.832713782787323,0.0010164952836930752,0.507643770576391,0.49192481605391625,0.005786886526924495,0.01673544943332672,0.01673544943332672,0.03651265371840973,0.11612455546855927,0.11876698583364487,0.7148237228393555,0.6487938761711121,0.041836656630039215,4,5954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5954,0.7149530649185181,0.7131197452545166,0.7816242230071639,0.4299201383993143,0.7184522747993469,0.711548924446106,0.7078657746315002,0.7220543622970581,0.2779456079006195,0.29213425517082214,0.7363325953483582,0.6945768594741821,0.6504082679748535,0.7500157356262207,0.7849773853510478,0.7461686969242673,0.48798635260153533,0.5120136473984647,0.3859144324629575,0.609692962222564,0.635565459728241,0.7514817714691162,0.7996584177017212,0.6056865453720093,0.11591631174087524,0.4352238998726947,0.3571682964331382,0.243775727261006,0.1939719170331955,0.2237785297596065,0.7118016481399536,0.7193246483802795,0.7120617032051086,0.7146133184432983,0.7779737859048513,0.7868823291715102,0.5810904796273211,0.418909520372679,0.5063908585881397,0.4923096200231808,0.7037103176116943,0.7137948870658875,0.7201024889945984,0.724686861038208,0.010084548033773899,0.42381279002305505,0.43848172244355266,0.003330536516663374,0.010084548033773899,0.014081238564958909,0.7153482437133789,0.7136358618736267,0.7174258828163147,0.6978641748428345,0.7816084192238211,0.7812086876381927,0.7692277409618792,0.23077225903812085,0.5087599583752708,0.4729330148982145,0.7102571725845337,0.6992906332015991,0.7206209301948547,0.7265077233314514,0.010966574773192406,0.43087810362473977,0.42579832347979885,0.023726235515861893,0.010966574773192406,0.03582694347705628,0.04071363224724289,0.09960749000310898,0.04175572842359543,0.6475538611412048,0.6470283269882202,0.02023082785308361
