val/accuracy,val/f1,val/auc,val/youden,val/PPV,val/NPV,val/TPR,val/TNR,val/FPR,val/FNR,val/loss,val/primary_loss,val/fair_loss,epoch,step,train/accuracy,train/f1,train/auc,train/youden,train/PPV,train/NPV,train/TPR,train/TNR,train/FPR,train/FNR,train/loss,train/primary_loss,train/fair_loss
0.7114332914352417,0.8157830834388733,0.857300733922491,0.549203101688831,0.9804840087890625,0.2081051468849182,0.6984568238258362,0.8507462739944458,0.1492537260055542,0.3015431761741638,0.29260024428367615,0.29260024428367615,0.0,0,696,,,,,,,,,,,,,
,,,,,,,,,,,,,0,696,0.7537988424301147,0.7525770664215088,0.8257008636587351,0.5075941720830797,0.7516446113586426,0.7559372186660767,0.753511905670166,0.7540822625160217,0.24591772258281708,0.24648809432983398,0.3011968433856964,0.3011968433856964,0.0
0.7232608199119568,0.8246575593948364,0.8626799272094967,0.5621323384467902,0.9808319211006165,0.21541950106620789,0.7113860845565796,0.8507462739944458,0.1492537260055542,0.2886139154434204,0.24463482201099396,0.24463482201099396,0.0,1,1393,,,,,,,,,,,,,
,,,,,,,,,,,,,1,1393,0.7709020972251892,0.7703040242195129,0.8435562668427967,0.5418255423756093,0.7741891741752625,0.7676646113395691,0.7664576768875122,0.7753678560256958,0.2246321439743042,0.2335423231124878,0.20219099521636963,0.20219099521636963,0.0
0.7305099964141846,0.8301402926445007,0.865405213609417,0.5646426563138705,0.9803104996681213,0.21929484605789185,0.7198665142059326,0.8447760939598083,0.15522387623786926,0.280133455991745,0.22816337645053864,0.22816337645053864,0.0,2,2090,,,,,,,,,,,,,
,,,,,,,,,,,,,2,2090,0.7742912769317627,0.7722619771957397,0.8491753089743604,0.5485313207306866,0.7747886776924133,0.7738058567047119,0.7697516679763794,0.7787796258926392,0.22122037410736084,0.23024830222129822,0.18241257965564728,0.18241257965564728,0.0
0.7139768600463867,0.8175845742225647,0.8677111453714329,0.5573976357611359,0.9813084006309509,0.2104877084493637,0.700681209564209,0.8567163944244385,0.14328357577323914,0.299318790435791,0.24656270444393158,0.24656270444393158,0.0,3,2787,,,,,,,,,,,,,
,,,,,,,,,,,,,3,2787,0.7783313989639282,0.7763789296150208,0.8550767426002184,0.5566401109718129,0.782081127166748,0.7746995687484741,0.7707593441009521,0.7858807444572449,0.21411922574043274,0.22924065589904785,0.17334623634815216,0.17334623634815216,0.0
0.7212259769439697,0.8229402303695679,0.8675283391190856,0.5693825464641202,0.9820705652236938,0.21562032401561737,0.708188533782959,0.8611940145492554,0.13880597054958344,0.2918114960193634,0.21040216088294983,0.21040216088294983,0.0,4,3484,,,,,,,,,,,,,
,,,,,,,,,,,,,4,3484,0.7866137027740479,0.7846707701683044,0.8642776813452925,0.5732222604674195,0.7916457056999207,0.7817572355270386,0.7778176665306091,0.7954045534133911,0.2045954316854477,0.22218230366706848,0.16301476955413818,0.16301476955413818,0.0
0.7152486443519592,0.8185133934020996,0.8665795518445587,0.5601413895350165,0.9815318584442139,0.21147480607032776,0.701932430267334,0.858208954334259,0.14179104566574097,0.298067569732666,0.2291698008775711,0.2291698008775711,0.0,5,4181,,,,,,,,,,,,,
,,,,,,,,,,,,,5,4181,0.7866361141204834,0.7835018634796143,0.8659601335840428,0.5731777648830423,0.7917242050170898,0.781793475151062,0.7754485607147217,0.7977291941642761,0.20227079093456268,0.22455143928527832,0.15762364864349365,0.15762364864349365,0.0
0.5828564167022705,0.7071951627731323,0.8653433790314381,0.47903247560335416,0.9880269169807434,0.1613907665014267,0.5506742596626282,0.9283581972122192,0.07164178788661957,0.4493257403373718,0.2819135785102844,0.2819135785102844,0.0,6,4878,,,,,,,,,,,,,
,,,,,,,,,,,,,6,4878,0.7986218929290771,0.7955705523490906,0.8751751418789225,0.5971284250582629,0.8032945394515991,0.7941717505455017,0.7879936695098877,0.8091347217559814,0.19086524844169617,0.2120063155889511,0.15219834446907043,0.15219834446907043,0.0
0.6918479204177856,0.8002967238426208,0.8666452251463383,0.5480960967441397,0.9827935099601746,0.20013684034347534,0.6749617457389832,0.8731343150138855,0.1268656700849533,0.32503822445869446,0.21983419358730316,0.21983419358730316,0.0,7,5575,,,,,,,,,,,,,
,,,,,,,,,,,,,7,5575,0.8069266080856323,0.8046154379844666,0.8830201808843984,0.6138873223243917,0.8154696226119995,0.798799991607666,0.7940464615821838,0.8198408484458923,0.18015912175178528,0.20595355331897736,0.14849373698234558,0.14849373698234558,0.0
0.6938827633857727,0.8014518022537231,0.8706511928056091,0.567916153972249,0.9853955507278442,0.20388680696487427,0.6753788590431213,0.8925372958183289,0.10746268928050995,0.32462117075920105,0.20976004004478455,0.20976004004478455,0.0,8,6272,,,,,,,,,,,,,
,,,,,,,,,,,,,8,6272,0.810764729976654,0.8073574900627136,0.8877815954379321,0.621418564021901,0.8189403414726257,0.8030896186828613,0.7960976958274841,0.8253208994865417,0.17467913031578064,0.20390230417251587,0.14459854364395142,0.14459854364395142,0.0
0.6943914294242859,0.802173376083374,0.8669278382175042,0.5549371175541726,0.9834477305412292,0.20213131606578827,0.6773251891136169,0.8776119351387024,0.12238805741071701,0.32267481088638306,0.2381237894296646,0.2381237894296646,0.0,9,6969,,,,,,,,,,,,,
,,,,,,,,,,,,,9,6969,0.8168922662734985,0.8144643902778625,0.8927340850588116,0.6338289317827828,0.8267232775688171,0.8075914978981018,0.8025637865066528,0.8312651515007019,0.1687348186969757,0.19743624329566956,0.14069673418998718,0.14069673418998718,0.0
