pca_mode,label similarity,sex similarity,age similarity,race similarity
PCA Mode 1,0.5466596041110127,0.049802596129908464,0.21170693878635238,0.05676072176526094
PCA Mode 2,0.31102280737400295,0.1105344624168246,0.18564419367741183,0.10085753977735891
PCA Mode 3,0.16482780805270048,0.2104234205357483,0.05432060342271068,0.14349089431535014
PCA Mode 4,0.3009727993298942,0.06030406588247442,0.14573049751923903,0.10691156915936223
