pca_mode,label_hypoth,sex_hypoth,age_hypoth,race_hypoth,label_pv,sex_pv,age_pv,race_pv
PCA Mode 1,True,False,True,False,0.0,0.0765925738,0.0,0.5299736648
PCA Mode 2,True,False,True,False,0.0,0.2314339489,0.0,1.0
PCA Mode 3,False,True,True,True,0.1064493358,0.0,0.0,0.0
PCA Mode 4,False,False,True,True,1.0,1.0,0.0109554256,0.0094126059
