pca_mode,label similarity,sex similarity,age similarity,race similarity
PCA Mode 1,0.5327278253060036,0.021339368726131822,0.22141111779230807,0.03906521778846488
PCA Mode 2,0.21328605625975383,0.0660165954087711,0.17657853100795717,0.04969356286320843
PCA Mode 3,0.0971261897910064,0.3045248586405321,0.13427363265581624,0.1478120616839131
PCA Mode 4,0.11529666113174811,0.16304942070062578,0.09122770536484276,0.10351832864473867
