pca_mode,label similarity,sex similarity,age similarity
PCA Mode 1,0.5992242552703911,0.09359598097407987,0.3589947883239597
PCA Mode 2,0.3360411445066837,0.20118590890016322,0.22289298617189568
PCA Mode 3,0.13855153795447092,0.09320874703286583,0.11761761855837898
PCA Mode 4,0.3374696586845003,0.11864817883693135,0.17141766099952035
