pca_mode,label similarity,sex similarity,age similarity
PCA Mode 1,0.6485968804803911,0.09573113125214212,0.3647294354393021
PCA Mode 2,0.4366881163317956,0.09702428661639462,0.1742607242980164
PCA Mode 3,0.139143128640793,0.22439767619535592,0.1833461990435278
PCA Mode 4,0.12681029542837435,0.07529306918988822,0.20003022445826227
