pca_mode,label similarity,sex similarity,age similarity,race similarity
PCA Mode 1,0.4290125319832841,0.06534791322723095,0.14199147960854885,0.044110714070254325
PCA Mode 2,0.23634305108741477,0.10964579293121625,0.157833666067047,0.08589245139766705
PCA Mode 3,0.28819841904393656,0.027543758717042652,0.0900243659201884,0.06561229722817605
PCA Mode 4,0.1713803626458447,0.053727440653466,0.14807986436300413,0.06887471667114703
