val/accuracy,val/f1,val/auc,val/youden,val/PPV,val/NPV,val/TPR,val/TNR,val/FPR,val/FNR,val/loss,val/primary_loss,val/fair_loss,epoch,step,train/accuracy,train/f1,train/auc,train/youden,train/PPV,train/NPV,train/TPR,train/TNR,train/FPR,train/FNR,train/loss,train/primary_loss,train/fair_loss
0.6840617656707764,0.7812703847885132,0.8644284918910741,0.5643600272610874,0.9806810617446899,0.2821650505065918,0.6492521166801453,0.9151079058647156,0.08489208668470383,0.35074788331985474,0.30714353919029236,0.30714353919029236,0.0,0,469,,,,,,,,,,,,,
,,,,,,,,,,,,,0,469,0.7631176710128784,0.7579834461212158,0.8340233764217033,0.5261005140084527,0.7718278765678406,0.7550576329231262,0.7446268796920776,0.7814736366271973,0.21852637827396393,0.25537312030792236,0.32889947295188904,0.32889947295188904,0.0
0.5433308482170105,0.6469560265541077,0.8611072555352639,0.43542225833467185,0.9857966899871826,0.21702127158641815,0.4814654290676117,0.9539568424224854,0.046043165028095245,0.5185346007347107,0.34443479776382446,0.34443479776382446,0.0,1,939,,,,,,,,,,,,,
,,,,,,,,,,,,,1,939,0.7761853933334351,0.7715749740600586,0.8455319698172873,0.5525255880391158,0.7905973792076111,0.7629818320274353,0.7534464597702026,0.7990791201591492,0.20092086493968964,0.24655355513095856,0.2176612913608551,0.2176612913608551,0.0
0.6245290040969849,0.7277694344520569,0.8724505502903119,0.5141890216419971,0.9837518334388733,0.2503846287727356,0.5774983763694763,0.936690628528595,0.06330934911966324,0.4225016236305237,0.2868807017803192,0.2868807017803192,0.0,2,1409,,,,,,,,,,,,,
,,,,,,,,,,,,,2,1409,0.7865930795669556,0.7826175093650818,0.8577585739657698,0.5733441780512256,0.8005682229995728,0.7737007141113281,0.7654541730880737,0.807889997959137,0.19211000204086304,0.23454581201076508,0.1932801753282547,0.1932801753282547,0.0
0.705350399017334,0.7989717125892639,0.8737640106860967,0.5888560168557113,0.9813703894615173,0.29705744981765747,0.6737480759620667,0.9151079058647156,0.08489208668470383,0.32625189423561096,0.26446467638015747,0.26446467638015747,0.0,3,1879,,,,,,,,,,,,,
,,,,,,,,,,,,,3,1879,0.7900844812393188,0.7835864424705505,0.8600442297189875,0.5797508517814571,0.800798773765564,0.7804075479507446,0.7670984864234924,0.8126524090766907,0.18734760582447052,0.23290154337882996,0.18201254308223724,0.18201254308223724,0.0
0.5646194219589233,0.6688637137413025,0.8715010909113593,0.4599182479292958,0.9864750504493713,0.22535690665245056,0.5059614181518555,0.9539568424224854,0.046043165028095245,0.49403858184814453,0.31491032242774963,0.31491032242774963,0.0,4,2349,,,,,,,,,,,,,
,,,,,,,,,,,,,4,2349,0.7933763265609741,0.7877877354621887,0.8642689991255987,0.5867149961509213,0.8090628385543823,0.7792388200759888,0.767602801322937,0.8191121816635132,0.18088781833648682,0.2323971837759018,0.173080176115036,0.173080176115036,0.0
