val/accuracy,val/f1,val/auc,val/youden,val/PPV,val/NPV,val/TPR,val/TNR,val/FPR,val/FNR,val/age_accuracy_group_0,val/age_accuracy_group_1,val/age_f1_group_0,val/age_f1_group_1,val/age_auc_group_0,val/age_auc_group_1,val/age_prevalence_group_0,val/age_prevalence_group_1,val/age_disease_prevalence_group_0,val/age_disease_prevalence_group_1,val/age_tpr_group_0,val/age_tpr_group_1,val/age_tnr_group_0,val/age_tnr_group_1,val/age_tpr_diff,val/age_youden_group_0,val/age_youden_group_1,val/age_dp,val/age_eq_odds,val/age_eq_opportunity,val/sex_accuracy_group_0,val/sex_accuracy_group_1,val/sex_f1_group_0,val/sex_f1_group_1,val/sex_auc_group_0,val/sex_auc_group_1,val/sex_prevalence_group_0,val/sex_prevalence_group_1,val/sex_disease_prevalence_group_0,val/sex_disease_prevalence_group_1,val/sex_tpr_group_0,val/sex_tpr_group_1,val/sex_tnr_group_0,val/sex_tnr_group_1,val/sex_tpr_diff,val/sex_youden_group_0,val/sex_youden_group_1,val/sex_dp,val/sex_eq_odds,val/sex_eq_opportunity,val/auc_gap,val/f1_gap,val/accuracy_gap,val/loss,epoch,step,train/accuracy,train/f1,train/auc,train/youden,train/PPV,train/NPV,train/TPR,train/TNR,train/FPR,train/FNR,train/age_accuracy_group_0,train/age_accuracy_group_1,train/age_f1_group_0,train/age_f1_group_1,train/age_auc_group_0,train/age_auc_group_1,train/age_prevalence_group_0,train/age_prevalence_group_1,train/age_disease_prevalence_group_0,train/age_disease_prevalence_group_1,train/age_tpr_group_0,train/age_tpr_group_1,train/age_tnr_group_0,train/age_tnr_group_1,train/age_tpr_diff,train/age_youden_group_0,train/age_youden_group_1,train/age_dp,train/age_eq_odds,train/age_eq_opportunity,train/sex_accuracy_group_0,train/sex_accuracy_group_1,train/sex_f1_group_0,train/sex_f1_group_1,train/sex_auc_group_0,train/sex_auc_group_1,train/sex_prevalence_group_0,train/sex_prevalence_group_1,train/sex_disease_prevalence_group_0,train/sex_disease_prevalence_group_1,train/sex_tpr_group_0,train/sex_tpr_group_1,train/sex_tnr_group_0,train/sex_tnr_group_1,train/sex_tpr_diff,train/sex_youden_group_0,train/sex_youden_group_1,train/sex_dp,train/sex_eq_odds,train/sex_eq_opportunity,train/auc_gap,train/f1_gap,train/accuracy_gap,train/loss
0.7743957042694092,0.5384615659713745,0.868158851584266,0.579248713226614,0.4027397334575653,0.9547872543334961,0.8121547102928162,0.7670940160751343,0.23290598392486572,0.18784530460834503,0.7938718795776367,0.7393483519554138,0.4307692348957062,0.6363636255264282,0.8598279706913029,0.8559882906961944,0.6427931960608774,0.35720680393912263,0.10167130919220056,0.2706766917293233,0.767123281955719,0.8425925970077515,0.7968991994857788,0.7010309100151062,0.07546930760145187,0.5640225124774343,0.5436235204276441,0.18566960576929786,0.0958682969212532,0.16900538253712272,0.769881546497345,0.7794677019119263,0.5802469253540039,0.477477490901947,0.8642819862809424,0.8708654425522468,0.5290957923008057,0.4709042076991943,0.1895093062605753,0.1311787072243346,0.8392857313156128,0.7681159377098083,0.7536534667015076,0.7811816334724426,0.07116977125406265,0.5929391589621233,0.5492975612850031,0.06783951927840293,0.07116977125406265,0.05833059903624069,0.014877151856052429,0.20559440553188324,0.054523494094610214,0.6695800423622131,0,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,124,0.6303501725196838,0.4097013473510742,0.8532569809077548,0.48876261783588104,0.26490408182144165,0.9734728932380676,0.9036251306533813,0.5851374864578247,0.4148624837398529,0.09637489169836044,0.6501821875572205,0.5784936547279358,0.318918913602829,0.5421389937400818,0.8503416191658374,0.8162533697270891,0.7233588552780218,0.27664114472197815,0.09456880097171612,0.2658802177858439,0.8660550713539124,0.9385665655136108,0.62763512134552,0.4480840563774109,0.07251150906085968,0.4936901551088153,0.38665060728915734,0.23566611650201091,0.17955105006694794,0.17955105006694794,0.6093677878379822,0.6553812026977539,0.4418067932128906,0.3599182069301605,0.8498542914743793,0.8494697602281245,0.5439939751474834,0.4560060248525166,0.16728195662205814,0.11175337186897881,0.9241379499435425,0.866995096206665,0.5461346507072449,0.6287573575973511,0.05714285746216774,0.47027259437612856,0.4957524336685082,0.10588881009349893,0.0826226994395256,0.0826226994395256,0.03408824943874833,0.2232200652360916,0.0768875777721405,0.6857948303222656
0.7451971769332886,0.5367646813392639,0.8884554011916438,0.5976225680364227,0.38624337315559387,0.9672667980194092,0.8795180916786194,0.7181044816970825,0.2818955183029175,0.1204819306731224,0.7622585296630859,0.7088607549667358,0.4202898442745209,0.6567164063453674,0.8792830405989058,0.8718636727392552,0.6804853387259858,0.3195146612740142,0.1025260029717682,0.3069620253164557,0.8405796885490417,0.907216489315033,0.753311276435852,0.621004581451416,0.06663678586483002,0.5938909684230733,0.5282210610554063,0.2335612315910245,0.13230669498443604,0.20443602234468752,0.7342256307601929,0.7575107216835022,0.5696594715118408,0.48868778347969055,0.8876445749954103,0.8873762376237624,0.5288169868554095,0.4711830131445905,0.1988527724665392,0.13304721030042918,0.8846153616905212,0.8709677457809448,0.6968973875045776,0.7400990128517151,0.01364764291793108,0.5815127593170553,0.6110667518364741,0.07753633297499568,0.04320163652300835,0.06580556216611003,0.015780902256155027,0.23642656207084656,0.05339778587222099,0.5519485473632812,1,249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,249,0.6444081664085388,0.42802342772483826,0.8875768995369082,0.5331862470439175,0.27734169363975525,0.9828709363937378,0.9372236728668213,0.5959625244140625,0.4040374457836151,0.06277630478143692,0.6605934500694275,0.602087140083313,0.33559781312942505,0.5634644031524658,0.8776864488133876,0.8760531056332979,0.7233588552780218,0.27664114472197815,0.09456880097171612,0.2658802177858439,0.9064220190048218,0.9658703207969666,0.6349176168441772,0.4703337550163269,0.05944829061627388,0.5413396112961135,0.4362040525318833,0.2293680381103182,0.16458384692668915,0.17131141681412781,0.6269035339355469,0.6652904152870178,0.45937812328338623,0.3802242577075958,0.8867069873209696,0.8831178892381246,0.5439939751474834,0.4560060248525166,0.16728195662205814,0.11175337186897881,0.947586178779602,0.9187192320823669,0.5624826550483704,0.6334056258201599,0.028866995126008987,0.510068889079982,0.5521248517358921,0.09454646563299479,0.07092295587062836,0.07092295587062836,0.010653881687671785,0.22786659002304077,0.06320328265428543,0.5159245729446411
0.7967644333839417,0.5803757905960083,0.9057518043010437,0.625927769400811,0.44408944249153137,0.9600591659545898,0.8373494148254395,0.7885783910751343,0.21142162382602692,0.16265060007572174,0.8261515498161316,0.7341772317886353,0.48458150029182434,0.6666666865348816,0.8997984451482868,0.8875864990820505,0.6804853387259858,0.3195146612740142,0.1025260029717682,0.3069620253164557,0.7971014380455017,0.8659793734550476,0.8294702172279358,0.6757990717887878,0.0688779354095459,0.626571647950859,0.5417784682012898,0.2557366411495853,0.15367111563682556,0.20443602234468752,0.7877628803253174,0.8068669438362122,0.6185566782951355,0.521276593208313,0.9166513677253534,0.8886138613861386,0.5288169868554095,0.4711830131445905,0.1988527724665392,0.13304721030042918,0.8653846383094788,0.7903226017951965,0.7684963941574097,0.8094059228897095,0.07506203651428223,0.6338810354323481,0.5997285212392207,0.08716631516752965,0.07506203651428223,0.06580556216611003,0.029064868643302932,0.18208517134189606,0.09197434782981873,0.5259796977043152,2,374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,374,0.6555792689323425,0.44136807322502136,0.9029780834703052,0.563914890688967,0.2866966426372528,0.9887720942497253,0.9584438800811768,0.6054710149765015,0.39452895522117615,0.04155614599585533,0.6710047125816345,0.61524498462677,0.35112935304641724,0.5738693475723267,0.8952052000661086,0.8937850419976627,0.7233588552780218,0.27664114472197815,0.09456880097171612,0.2658802177858439,0.9412844181060791,0.9744027256965637,0.6427749991416931,0.48516687750816345,0.03311832621693611,0.5840594132519401,0.4595696030577505,0.22456480464116008,0.15760813653469086,0.17131141681412781,0.6305952668190002,0.6853839755058289,0.46544238924980164,0.40375587344169617,0.8980120579776611,0.9061089391998851,0.5439939751474834,0.4560060248525166,0.16728195662205814,0.11175337186897881,0.9613792896270752,0.953201949596405,0.5641452074050903,0.6516888737678528,0.008177340030670166,0.5255245029189477,0.6048908455595567,0.10785585803924463,0.08754368126392365,0.08754368126392365,0.012323897202222378,0.22273997962474823,0.07013896852731705,0.4716137945652008
0.782608687877655,0.5742574334144592,0.896280138781127,0.6377710111405523,0.4277286231517792,0.9676923155784607,0.8734939694404602,0.7642770409584045,0.23572295904159546,0.1265060305595398,0.8068350553512573,0.7310126423835754,0.47154471278190613,0.6718146800994873,0.8926960360879164,0.8770889234100645,0.6804853387259858,0.3195146612740142,0.1025260029717682,0.3069620253164557,0.8405796885490417,0.8969072103500366,0.8029801249504089,0.6575342416763306,0.05632750689983368,0.6435598425952587,0.5544414630701877,0.24965674196400017,0.14544588327407837,0.20443602234468752,0.7743785977363586,0.7918455004692078,0.6092715263366699,0.5221675038337708,0.9004727372865798,0.8841025231555413,0.5288169868554095,0.4711830131445905,0.1988527724665392,0.13304721030042918,0.8846153616905212,0.8548387289047241,0.7470167279243469,0.7821782231330872,0.02977667562663555,0.6316320910592985,0.6370169274992015,0.07600997874592769,0.03516151010990143,0.06580556216611003,0.023383813876515336,0.20026995241641998,0.07582240551710129,0.4399672746658325,3,499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,499,0.6629847884178162,0.44741716980934143,0.9145599000247816,0.5747593356852652,0.2915772497653961,0.9896202087402344,0.9610963463783264,0.6136629581451416,0.3863370418548584,0.038903623819351196,0.6758632659912109,0.6293103694915771,0.3571920096874237,0.5816692113876343,0.911613469254275,0.9005640469631324,0.7233588552780218,0.27664114472197815,0.09456880097171612,0.2658802177858439,0.9522935748100281,0.9692832827568054,0.6469911932945251,0.506180465221405,0.016989698633551598,0.5992847623434758,0.47546374616621034,0.21055347761062898,0.14081071317195892,0.17131141681412781,0.6428241729736328,0.6870355010032654,0.4763193428516388,0.40252232551574707,0.9135066548188915,0.9118086160337423,0.5439939751474834,0.4560060248525166,0.16728195662205814,0.11175337186897881,0.9710344672203064,0.9433497786521912,0.5768911242485046,0.6547877192497253,0.027684729546308517,0.5479255883280305,0.5981374822350212,0.10271080698885049,0.07789662480354309,0.07789662480354309,0.01294260785575907,0.22447721660137177,0.05772516131401062,0.43005815148353577
0.7633973956108093,0.5551331043243408,0.8889531394106194,0.619493770952583,0.4055555462837219,0.9682034850120544,0.8795180916786194,0.7399756908416748,0.2600243091583252,0.1204819306731224,0.7756314873695374,0.7373417615890503,0.4344569146633148,0.6795367002487183,0.8815625299932816,0.8745469095702114,0.6804853387259858,0.3195146612740142,0.1025260029717682,0.3069620253164557,0.8405796885490417,0.907216489315033,0.7682119011878967,0.6621004343032837,0.06663678586483002,0.608791630674729,0.5693169514663654,0.21845317584215768,0.10611146688461304,0.20443602234468752,0.7418738007545471,0.7875536680221558,0.5794392228126526,0.5170731544494629,0.8906049201395264,0.8841823698498883,0.5288169868554095,0.4711830131445905,0.1988527724665392,0.13304721030042918,0.8942307829856873,0.8548387289047241,0.7040572762489319,0.7772276997566223,0.03939205780625343,0.5982880484670461,0.6320664324496965,0.10804700514529086,0.07317044585943222,0.07317044585943222,0.016058010569314995,0.24507975578308105,0.05021187663078308,0.4761071801185608,4,624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,624,0.6577130556106567,0.44539353251457214,0.9192461090425217,0.5745185032275688,0.28922346234321594,0.9913896322250366,0.9681697487831116,0.6063487529754639,0.39365124702453613,0.03183024004101753,0.6661460995674133,0.6356624364852905,0.3495604991912842,0.5900970101356506,0.9112676303972488,0.9121471542417428,0.7233588552780218,0.27664114472197815,0.09456880097171612,0.2658802177858439,0.9486238360404968,0.9863481521606445,0.6366423964500427,0.5086526870727539,0.037724271416664124,0.585266244931975,0.49500078046887186,0.20425272240177894,0.1279897391796112,0.17131141681412781,0.6365943551063538,0.6829066872596741,0.4748249351978302,0.3993743360042572,0.91813187338168,0.9160447333993811,0.5439939751474834,0.4560060248525166,0.16728195662205814,0.11175337186897881,0.9820689558982849,0.9433497786521912,0.5671931505203247,0.6501394510269165,0.038719210773706436,0.5492620938076267,0.5934892020986717,0.10850353836181714,0.08294632285833359,0.08294632285833359,0.006864242984431224,0.24053648114204407,0.04724425822496414,0.39879652857780457
