val/accuracy,val/PPV,val/NPV,val/TPR,val/TNR,val/f1,val/auroc,val/accuracy_group_0,val/accuracy_group_1,val/disease_prevalence_group_0,val/disease_prevalence_group_1,val/prevalence_group_0,val/prevalence_group_1,val/auc_group_0,val/auc_group_1,val/tpr_group_0,val/tpr_group_1,val/tnr_group_0,val/tnr_group_1,val/balanced_acc_group_0,val/balanced_acc_group_1,val/loss,epoch,step,train/accuracy,train/PPV,train/NPV,train/TPR,train/TNR,train/f1,train/auroc,train/accuracy_group_0,train/accuracy_group_1,train/disease_prevalence_group_0,train/disease_prevalence_group_1,train/prevalence_group_0,train/prevalence_group_1,train/auc_group_0,train/auc_group_1,train/tpr_group_0,train/tpr_group_1,train/tnr_group_0,train/tnr_group_1,train/balanced_acc_group_0,train/balanced_acc_group_1,train/loss,test/accuracy,test/PPV,test/NPV,test/TPR,test/TNR,test/f1,test/auroc,test/accuracy_group_0,test/accuracy_group_1,test/disease_prevalence_group_0,test/disease_prevalence_group_1,test/prevalence_group_0,test/prevalence_group_1,test/auc_group_0,test/auc_group_1,test/tpr_group_0,test/tpr_group_1,test/tnr_group_0,test/tnr_group_1,test/balanced_acc_group_0,test/balanced_acc_group_1,test/loss
0.7833482623100281,0.38827839493751526,0.9111374616622925,0.5856353640556335,0.8215811848640442,0.4669603407382965,0.8203475468668839,0.8454039096832275,0.6716791987419128,0.10167130919220056,0.2706766917293233,0.6427931960608774,0.35720680393912263,0.8515875544228523,0.7223176785032456,0.4383561611175537,0.6851851940155029,0.8914728760719299,0.6666666865348816,0.664914516300308,0.6759259259259259,0.5663936734199524,0,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,0,124,0.8680808544158936,0.5738007426261902,0.8895623087882996,0.2749778926372528,0.9662083387374878,0.3717872202396393,0.8564823509386775,0.9035224914550781,0.7754083275794983,0.09456880097171612,0.2658802177858439,0.7233588552780218,0.27664114472197815,0.8625309004469357,0.8049260242071912,0.2293577939271927,0.31740614771842957,0.9739363789558411,0.9412855505943298,0.6016470861274136,0.6293458405227876,0.30079296231269836,,,,,,,,,,,,,,,,,,,,,,
0.8594539761543274,0.5838509202003479,0.9130434989929199,0.5662650465965271,0.9185905456542969,0.574923574924469,0.8993910026497239,0.881129264831543,0.8132911324501038,0.1025260029717682,0.3069620253164557,0.6804853387259858,0.3195146612740142,0.8908484499472118,0.8876335734124181,0.4492753744125366,0.6494845151901245,0.9304635524749756,0.8858447670936584,0.6898694692388905,0.7676646424704608,0.33304089307785034,1,249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,1,249,0.887410581111908,0.6816770434379578,0.9055032134056091,0.3881520926952362,0.9700117111206055,0.49464789032936096,0.9019732999323807,0.9170570969581604,0.8098911046981812,0.09456880097171612,0.2658802177858439,0.7233588552780218,0.27664114472197815,0.9059708630323404,0.8651096664233854,0.3302752375602722,0.4419795274734497,0.978344202041626,0.9431396722793579,0.6543097112676304,0.6925596003999376,0.14222507178783417,,,,,,,,,,,,,,,,,,,,,,
0.8685541152954102,0.6525423526763916,0.8978186249732971,0.46385541558265686,0.9501822590827942,0.5422534942626953,0.8954603346557555,0.8989598751068115,0.8037974834442139,0.1025260029717682,0.3069620253164557,0.6804853387259858,0.3195146612740142,0.8926720414627123,0.8843854446170503,0.4057970941066742,0.5051546096801758,0.9552980065345764,0.9360730648040771,0.6805475573471542,0.7206138492679941,0.18585257232189178,2,374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,2,374,0.8973264694213867,0.7433903813362122,0.9108410477638245,0.4226348400115967,0.9758630990982056,0.5388951301574707,0.9163376238243574,0.9262536764144897,0.8216878175735474,0.09456880097171612,0.2658802177858439,0.7233588552780218,0.27664114472197815,0.9218302207250133,0.8825953332180209,0.37247705459594727,0.4692832827568054,0.9840935468673706,0.9493201375007629,0.6782852933212837,0.7093017123908926,0.12705011665821075,,,,,,,,,,,,,,,,,,,,,,
0.8554095029830933,0.6385542154312134,0.8752759099006653,0.3192771077156067,0.9635480046272278,0.4257028102874756,0.892920405803042,0.8989598751068115,0.7626582384109497,0.1025260029717682,0.3069620253164557,0.6804853387259858,0.3195146612740142,0.8920241865822056,0.86315492162124,0.260869562625885,0.36082473397254944,0.9718543291091919,0.9406392574310303,0.6163619349265764,0.6507320058372169,0.2076752632856369,3,499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,3,499,0.902096152305603,0.7631184458732605,0.9147945046424866,0.4500442147254944,0.976887047290802,0.5661846399307251,0.9228411349080827,0.9331945180892944,0.8207803964614868,0.09456880097171612,0.2658802177858439,0.7233588552780218,0.27664114472197815,0.9274367837513757,0.8888359201306125,0.41100916266441345,0.48634812235832214,0.9877347350120544,0.9419035911560059,0.6993719692947138,0.7141258537696646,0.12448065727949142,,,,,,,,,,,,,,,,,,,,,,
0.8665318489074707,0.7297297120094299,0.8775956034660339,0.3253012001514435,0.9756986498832703,0.44999998807907104,0.8932205126703656,0.9004457592964172,0.7943037748336792,0.1025260029717682,0.3069620253164557,0.6804853387259858,0.3195146612740142,0.8833141376331701,0.8873511274302124,0.23188406229019165,0.39175257086753845,0.9768211841583252,0.9726027250289917,0.6043526250119973,0.6821776585228075,0.24662749469280243,4,624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,4,624,0.9064892530441284,0.7797101736068726,0.918510377407074,0.4756852388381958,0.9777647852897644,0.5908841490745544,0.9313309317344749,0.9333680272102356,0.8362069129943848,0.09456880097171612,0.2658802177858439,0.7233588552780218,0.27664114472197815,0.935914494990875,0.9011388517404456,0.44403669238090515,0.5051194429397583,0.9844768047332764,0.956118643283844,0.7142567541432092,0.730619059471728,0.10457916557788849,,,,,,,,,,,,,,,,,,,,,,
