pca_mode,label similarity,sex similarity,age similarity
PCA Mode 1,0.5876337939098054,0.07145236863718521,0.38402836058889883
PCA Mode 2,0.1436108050336106,0.0947672331961309,0.0632185359663012
PCA Mode 3,0.14889616451299975,0.10061655506968263,0.1263418515954905
PCA Mode 4,0.1227279812432277,0.062025826171743015,0.09861849712546751
