val/accuracy,val/f1,val/auc,val/youden,val/PPV,val/NPV,val/TPR,val/TNR,val/FPR,val/FNR,val/skintype_accuracy_group_0,val/skintype_accuracy_group_1,val/skintype_f1_group_0,val/skintype_f1_group_1,val/skintype_auc_group_0,val/skintype_auc_group_1,val/skintype_prevalence_group_0,val/skintype_prevalence_group_1,val/skintype_disease_prevalence_group_0,val/skintype_disease_prevalence_group_1,val/skintype_tpr_group_0,val/skintype_tpr_group_1,val/skintype_tnr_group_0,val/skintype_tnr_group_1,val/skintype_tpr_diff,val/skintype_youden_group_0,val/skintype_youden_group_1,val/skintype_dp,val/skintype_eq_odds,val/skintype_eq_opportunity,val/auc_gap,val/f1_gap,val/accuracy_gap,val/loss,epoch,step,train/accuracy,train/f1,train/auc,train/youden,train/PPV,train/NPV,train/TPR,train/TNR,train/FPR,train/FNR,train/skintype_accuracy_group_0,train/skintype_accuracy_group_1,train/skintype_f1_group_0,train/skintype_f1_group_1,train/skintype_auc_group_0,train/skintype_auc_group_1,train/skintype_prevalence_group_0,train/skintype_prevalence_group_1,train/skintype_disease_prevalence_group_0,train/skintype_disease_prevalence_group_1,train/skintype_tpr_group_0,train/skintype_tpr_group_1,train/skintype_tnr_group_0,train/skintype_tnr_group_1,train/skintype_tpr_diff,train/skintype_youden_group_0,train/skintype_youden_group_1,train/skintype_dp,train/skintype_eq_odds,train/skintype_eq_opportunity,train/auc_gap,train/f1_gap,train/accuracy_gap,train/loss
0.856564462184906,0.3891625702381134,0.8203476453904691,0.27148353036982953,0.473053902387619,0.8975672125816345,0.3305439352989197,0.9409396052360535,0.05906040221452713,0.6694560647010803,0.8434991836547852,0.8902691602706909,0.4144144058227539,0.27397260069847107,0.8190721853257431,0.8106578176849503,0.7206477732793523,0.2793522267206478,0.15409309791332262,0.09730848861283643,0.359375,0.21276596188545227,0.9316887855529785,0.963302731513977,0.14660903811454773,0.29106380455407965,0.17606870974038658,0.05933189103682509,0.14660903811454773,0.05678460930048619,0.008414367640792841,0.14044180512428284,0.04676995426416397,0.31433019042015076,0,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,200,0.872667670249939,0.19456790387630463,0.7729143095918631,0.1047502673669376,0.6416938304901123,0.8783394694328308,0.11466822028160095,0.9900820255279541,0.009917951188981533,0.8853318095207214,0.8607422709465027,0.8989495038986206,0.2119460552930832,0.1367521435022354,0.778769863927711,0.7486951053988551,0.687875712389726,0.31212428761027405,0.14833730564067643,0.10280140070035018,0.12624330818653107,0.07785888016223907,0.9886727333068848,0.9930303692817688,0.048384424299001694,0.11491601316839128,0.07088926828904318,0.014116495314959716,0.048384424299001694,0.04553590494032625,0.030074758528855883,0.07519391179084778,0.038207221776247025,0.33500412106513977
0.893816351890564,0.4097222089767456,0.8533003915718813,0.2632188806904452,0.8309859037399292,0.8967320322990417,0.2718893885612488,0.9913294911384583,0.008670520037412643,0.7281106114387512,0.8829694390296936,0.9210526347160339,0.42241379618644714,0.3571428656578064,0.8435431057147637,0.8775344687753447,0.7151780137414117,0.2848219862585884,0.15021834061135372,0.09868421052631579,0.2848837077617645,0.2222222238779068,0.9886947870254517,0.9975669384002686,0.06266149878501892,0.2735784794091638,0.2197891321978913,0.02827893970734697,0.06266149878501892,0.05153413008503793,0.03399136306058104,0.06527093797922134,0.03808319941163063,0.28949248790740967,1,401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,401,0.893668532371521,0.4637795388698578,0.8618722413762158,0.32183248769912653,0.7165449857711792,0.9058146476745605,0.3428405225276947,0.9789919853210449,0.021008023992180824,0.6571595072746277,0.8838951587677002,0.9152076244354248,0.47726112604141235,0.4185248613357544,0.8617516717429358,0.8563276280865547,0.687875712389726,0.31212428761027405,0.14833730564067643,0.10280140070035018,0.3573068082332611,0.2968369722366333,0.975612998008728,0.9860607981681824,0.06046982482075691,0.33291981588396413,0.28289775798927863,0.030749911330651136,0.06046982482075691,0.04553590494032625,0.00542404365638105,0.05873624235391617,0.031312473118305206,0.2755894362926483
0.8856964111328125,0.3041824996471405,0.8103473535601076,0.1799965371194161,0.8695651888847351,0.8861736059188843,0.18433180451393127,0.9956647157669067,0.004335260018706322,0.8156682252883911,0.8768559098243713,0.9078947305679321,0.3380281627178192,0.1599999964237213,0.8152859771983078,0.7773992971073264,0.7151780137414117,0.2848219862585884,0.15021834061135372,0.09868421052631579,0.20930232107639313,0.08888889104127884,0.9948612451553345,0.9975669384002686,0.12041343748569489,0.20416357943545504,0.08645579886455801,0.024842947981306977,0.12041343748569489,0.05153413008503793,0.037886680090981395,0.1780281662940979,0.031038841232657433,0.33259671926498413,2,602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,602,0.8996018171310425,0.5205070972442627,0.88186275482255,0.3823029695390101,0.7240663766860962,0.9138877391815186,0.4062863886356354,0.9760165810585022,0.023983409628272057,0.593713641166687,0.8910452723503113,0.9184592366218567,0.533527672290802,0.47756409645080566,0.8759323260188292,0.8945970750011702,0.687875712389726,0.31212428761027405,0.14833730564067643,0.10280140070035018,0.4200459122657776,0.3625304102897644,0.9730810523033142,0.9821577668190002,0.05751549452543259,0.39312693011062305,0.3446882056520675,0.03195772781408295,0.05751549452543259,0.04553590494032625,0.01866474898234105,0.05596359446644783,0.027413945645093918,0.25772517919540405
0.9000624418258667,0.440559446811676,0.8338017101302575,0.28598732052955445,0.9130434989929199,0.8994777798652649,0.29032257199287415,0.9956647157669067,0.004335260018706322,0.7096773982048035,0.8882095813751221,0.9298245906829834,0.4385964870452881,0.4482758641242981,0.8272604507755922,0.8494728304947284,0.7151780137414117,0.2848219862585884,0.15021834061135372,0.09868421052631579,0.2906976640224457,0.2888889014720917,0.9938334822654724,1.0,0.0018087854841724038,0.28453117904347613,0.28888888888888875,0.02039952501340688,0.006166495382785797,0.05153413008503793,0.022212379719136255,0.009679370559751987,0.04161495342850685,0.34804508090019226,3,803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,803,0.9084237813949585,0.5653945803642273,0.8970234232225753,0.42446549441917103,0.7777777910232544,0.9192593693733215,0.4441210627555847,0.9803444147109985,0.01965557597577572,0.5558789372444153,0.8997843861579895,0.927463710308075,0.5756847858428955,0.5307443141937256,0.8910136985854419,0.9088639226403536,0.687875712389726,0.31212428761027405,0.14833730564067643,0.10280140070035018,0.45830145478248596,0.3990267515182495,0.9766790866851807,0.9880122542381287,0.059274688363075256,0.4349805581884001,0.38703903050824917,0.036068851586160806,0.059274688363075256,0.04553590494032625,0.017850224054911767,0.04494043067097664,0.02767937071621418,0.23955608904361725
0.9150530695915222,0.5952380895614624,0.8812398444367491,0.4471011693881355,0.8403361439704895,0.9210526347160339,0.460829496383667,0.9862716794013977,0.013728323392570019,0.539170503616333,0.9048035144805908,0.9407894611358643,0.5886792540550232,0.6197183132171631,0.8711190516025717,0.9157069478237361,0.7151780137414117,0.2848219862585884,0.15021834061135372,0.09868421052631579,0.45348837971687317,0.4888888895511627,0.9845837354660034,0.9902676343917847,0.03540051728487015,0.43807213365520203,0.47915652879156534,0.024205163563931667,0.03540051728487015,0.05153413008503793,0.044587896221164325,0.03103906475007534,0.035985980182886124,0.27161306142807007,4,1004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1004,0.9166991710662842,0.6244280338287354,0.9174456231436642,0.4950195068440584,0.7898486256599426,0.928889274597168,0.5162979960441589,0.9787214994430542,0.021278513595461845,0.4837019741535187,0.9090909361839294,0.9334667325019836,0.6279609799385071,0.6133720874786377,0.9153128023126255,0.9201529991039553,0.687875712389726,0.31212428761027405,0.14833730564067643,0.10280140070035018,0.5172150135040283,0.5133820176124573,0.9773454070091248,0.9816002249717712,0.0038330010138452053,0.49456041195269695,0.49498221816141963,0.026731700886193865,0.004254807252436876,0.04553590494032625,0.004840196791329854,0.01458889152854681,0.024375824257731438,0.21686583757400513
