pca_mode,label similarity,sex similarity,age similarity,race similarity
PCA Mode 1,0.5340979724020494,0.04862984833726731,0.2014660145584049,0.042497176222010685
PCA Mode 2,0.3290242035593091,0.1095045802465135,0.1880360762508234,0.09083745818898838
PCA Mode 3,0.20328923660481252,0.17768210987647579,0.0749976101338742,0.1182775672108261
PCA Mode 4,0.34123737680181315,0.07755301314981138,0.17889226435149458,0.11287443949468257
