pca_mode,label similarity,sex similarity,age similarity
PCA Mode 1,0.5937886283773552,0.07055182711719798,0.34849980602878095
PCA Mode 2,0.32674338806297,0.150611205557991,0.12448533669498558
PCA Mode 3,0.11143650761587948,0.16655002205833383,0.15969975634800174
PCA Mode 4,0.08453431767849443,0.11738641317657504,0.19959833808019536
