val/accuracy,val/f1,val/auc,val/youden,val/PPV,val/NPV,val/TPR,val/TNR,val/FPR,val/FNR,val/loss,val/primary_loss,val/fair_loss,epoch,step,train/accuracy,train/f1,train/auc,train/youden,train/PPV,train/NPV,train/TPR,train/TNR,train/FPR,train/FNR,train/loss,train/primary_loss,train/fair_loss
0.6255143880844116,0.465753436088562,0.8805376455906823,0.4904196131447587,0.31070494651794434,0.97398841381073,0.9296875,0.5607321262359619,0.4392678737640381,0.0703125,0.9366426467895508,0.9366426467895508,0.0,0,64,,,,,,,,,,,,,
,,,,,,,,,,,,,0,64,0.7848837375640869,0.795108437538147,0.8713944105248453,0.5714799888712934,0.7494562864303589,0.829414963722229,0.8466830253601074,0.7247969508171082,0.27520304918289185,0.15331695973873138,0.8283258676528931,0.8283258676528931,0.0
0.8120713233947754,0.6118980050086975,0.911566659733777,0.6490744592346089,0.47999998927116394,0.9603174328804016,0.84375,0.8053244352340698,0.1946755349636078,0.15625,0.7123303413391113,0.7123303413391113,0.0,1,129,,,,,,,,,,,,,
,,,,,,,,,,,,,1,129,0.847141444683075,0.8471044301986694,0.9207628596901529,0.6956546457689972,0.8237511515617371,0.8718843460083008,0.8718204498291016,0.8238341808319092,0.17616580426692963,0.12817955017089844,0.5950161218643188,0.5950161218643188,0.0
0.7956104278564453,0.5983827710151672,0.9212380407653911,0.6475535565723793,0.45679011940956116,0.9650205969810486,0.8671875,0.780366063117981,0.21963393688201904,0.1328125,0.6745502352714539,0.6745502352714539,0.0,2,194,,,,,,,,,,,,,
,,,,,,,,,,,,,2,194,0.8599806427955627,0.8596405982971191,0.9349935686840357,0.7206735162471456,0.8432586789131165,0.8772794604301453,0.8766716122627258,0.8440018892288208,0.1559981107711792,0.12332838028669357,0.5310923457145691,0.5310923457145691,0.0
0.882030189037323,0.626086950302124,0.9189891846921796,0.5125831946755408,0.7058823704719543,0.9106857776641846,0.5625,0.9500831961631775,0.04991680383682251,0.4375,0.5752421021461487,0.5752421021461487,0.0,3,259,,,,,,,,,,,,,
,,,,,,,,,,,,,3,259,0.8713662624359131,0.8731788992881775,0.9441579312080286,0.7428695371302374,0.8578132390975952,0.8858287334442139,0.8891050815582275,0.8537644743919373,0.14623552560806274,0.11089494079351425,0.4935353100299835,0.4935353100299835,0.0
0.8600823283195496,0.6600000262260437,0.9228239392678869,0.6519732737104826,0.5755813717842102,0.9479353427886963,0.7734375,0.8785357475280762,0.12146422266960144,0.2265625,0.5953820943832397,0.5953820943832397,0.0,4,324,,,,,,,,,,,,,
,,,,,,,,,,,,,4,324,0.8837209343910217,0.8859857320785522,0.9534190585221243,0.7673274496736773,0.8719027638435364,0.8964303731918335,0.9005311727523804,0.8667963147163391,0.13320370018482208,0.09946885704994202,0.46161821484565735,0.46161821484565735,0.0
0.8600823283195496,0.6871165633201599,0.9469373960066556,0.7319051580698837,0.5656565427780151,0.9698681831359863,0.875,0.8569051623344421,0.14309483766555786,0.125,0.5665430426597595,0.5665430426597595,0.0,5,389,,,,,,,,,,,,,
,,,,,,,,,,,,,5,389,0.9031007885932922,0.90220046043396,0.968448113268483,0.8068498025247242,0.8883004188537598,0.9180887341499329,0.9165424704551697,0.8903073072433472,0.10969267040491104,0.08345752954483032,0.4271183907985687,0.4271183907985687,0.0
0.8710562586784363,0.6845637559890747,0.9402298252911814,0.6837302412645592,0.6000000238418579,0.9534883499145508,0.796875,0.8868552446365356,0.11314475536346436,0.203125,0.5490270853042603,0.5490270853042603,0.0,6,454,,,,,,,,,,,,,
,,,,,,,,,,,,,6,454,0.9173933863639832,0.9191751480102539,0.9711335513557303,0.8345481379790209,0.9069223403930664,0.9286432266235352,0.9317635893821716,0.9027845859527588,0.097215436398983,0.06823642551898956,0.4111156761646271,0.4111156761646271,0.0
0.8998628258705139,0.6893616914749146,0.9364470673876872,0.589551268718802,0.7570093274116516,0.9244372844696045,0.6328125,0.9567387700080872,0.04326122999191284,0.3671875,0.5328161120414734,0.5328161120414734,0.0,7,519,,,,,,,,,,,,,
,,,,,,,,,,,,,7,519,0.9295058250427246,0.9289377331733704,0.9798870045881632,0.859680179064024,0.9144230484962463,0.94482421875,0.9439206123352051,0.9157595634460449,0.08424041420221329,0.056079406291246414,0.38344332575798035,0.38344332575798035,0.0
0.9135802388191223,0.7586206793785095,0.953125,0.7168651206322796,0.7443609237670898,0.9513422846794128,0.7734375,0.9434276223182678,0.05657237768173218,0.2265625,0.48715007305145264,0.48715007305145264,0.0,8,584,,,,,,,,,,,,,
,,,,,,,,,,,,,8,584,0.9176356792449951,0.9202626347541809,0.9714002960695072,0.8346955426395266,0.9045643210411072,0.9321082234382629,0.9365155100822449,0.8981800079345703,0.1018199697136879,0.06348448991775513,0.39677801728248596,0.39677801728248596,0.0
0.9026063084602356,0.7340824007987976,0.9462094425956739,0.6974053660565724,0.7050359845161438,0.9491525292396545,0.765625,0.9317803382873535,0.0682196319103241,0.234375,0.4916629195213318,0.4916629195213318,0.0,9,649,,,,,,,,,,,,,
,,,,,,,,,,,,,9,649,0.939437985420227,0.9430264234542847,0.9853601344367053,0.8769706584129366,0.9265562295913696,0.954617440700531,0.9600927829742432,0.9168778657913208,0.0831221491098404,0.03990719094872475,0.35402730107307434,0.35402730107307434,0.0
0.873799741268158,0.7051281929016113,0.9383709442595674,0.7362468801996673,0.5978260636329651,0.9669724702835083,0.859375,0.8768718838691711,0.12312811613082886,0.140625,0.5484874248504639,0.5484874248504639,0.0,10,714,,,,,,,,,,,,,
