pca_mode,label similarity,sex similarity,age similarity,race similarity
PCA Mode 1,0.5324485759513808,0.0547143578953706,0.19387022700198484,0.03489867227494056
PCA Mode 2,0.22519439369382135,0.04198998481605971,0.18024864870708338,0.031558482043195224
PCA Mode 3,0.15630974038443027,0.28758698545427697,0.15690077430899704,0.17326579431480105
PCA Mode 4,0.0706980242466947,0.166508761145011,0.05714433656765873,0.14539722015558793
