pca_mode,label_hypoth,sex_hypoth,age_hypoth,race_hypoth,label_pv,sex_pv,age_pv,race_pv
PCA Mode 1,True,False,True,False,0.0,1.0,0.0,0.4442806189
PCA Mode 2,True,True,True,True,0.0,0.0,0.0,6.851e-07
PCA Mode 3,True,True,True,True,0.0,1e-10,5.49345e-05,0.000759948
PCA Mode 4,True,True,True,True,0.0,0.0,0.0,0.0
