pca_mode,label_hypoth,sex_hypoth,age_hypoth,race_hypoth,label_pv,sex_pv,age_pv,race_pv
PCA Mode 1,True,False,True,False,0.0,0.1159292361,0.0,1.0
PCA Mode 2,True,True,True,True,0.0,0.0007067788,4.479e-07,0.0297881853
PCA Mode 3,True,False,True,False,0.0,0.9060874709,0.0,1.0
PCA Mode 4,True,True,True,True,0.0,0.0,2.5e-09,0.0008723714
