pca_mode,label similarity,sex similarity,age similarity,race similarity
PCA Mode 1,0.5308982763316441,0.04664924643246355,0.19583338205636758,0.04503929562310144
PCA Mode 2,0.31605083860762045,0.12351409293022063,0.17966801088870823,0.09112326444545789
PCA Mode 3,0.19598410480644052,0.1413687478695618,0.10747187966927065,0.07291756555327336
PCA Mode 4,0.3389583801999329,0.1771352375817335,0.14581618941123706,0.15535377479909576
