val/accuracy,val/f1,val/auc,val/youden,val/PPV,val/NPV,val/TPR,val/TNR,val/FPR,val/FNR,val/skintype_accuracy_group_0,val/skintype_accuracy_group_1,val/skintype_f1_group_0,val/skintype_f1_group_1,val/skintype_auc_group_0,val/skintype_auc_group_1,val/skintype_prevalence_group_0,val/skintype_prevalence_group_1,val/skintype_disease_prevalence_group_0,val/skintype_disease_prevalence_group_1,val/skintype_tpr_group_0,val/skintype_tpr_group_1,val/skintype_tnr_group_0,val/skintype_tnr_group_1,val/skintype_tpr_diff,val/skintype_youden_group_0,val/skintype_youden_group_1,val/skintype_dp,val/skintype_eq_odds,val/skintype_eq_opportunity,val/auc_gap,val/f1_gap,val/accuracy_gap,val/loss,epoch,step,train/accuracy,train/f1,train/auc,train/youden,train/PPV,train/NPV,train/TPR,train/TNR,train/FPR,train/FNR,train/skintype_accuracy_group_0,train/skintype_accuracy_group_1,train/skintype_f1_group_0,train/skintype_f1_group_1,train/skintype_auc_group_0,train/skintype_auc_group_1,train/skintype_prevalence_group_0,train/skintype_prevalence_group_1,train/skintype_disease_prevalence_group_0,train/skintype_disease_prevalence_group_1,train/skintype_tpr_group_0,train/skintype_tpr_group_1,train/skintype_tnr_group_0,train/skintype_tnr_group_1,train/skintype_tpr_diff,train/skintype_youden_group_0,train/skintype_youden_group_1,train/skintype_dp,train/skintype_eq_odds,train/skintype_eq_opportunity,train/auc_gap,train/f1_gap,train/accuracy_gap,train/loss
0.8357431888580322,0.4964539110660553,0.8236696526354217,0.4616129847519024,0.4307692348957062,0.9294871687889099,0.5857740640640259,0.8758389353752136,0.12416107207536697,0.4142259359359741,0.8194221258163452,0.8778467774391174,0.5054945349693298,0.4587155878543854,0.8238654332700822,0.8004587155963303,0.7206477732793523,0.2793522267206478,0.15409309791332262,0.09730848861283643,0.5989583134651184,0.5319148898124695,0.8595825433731079,0.9151375889778137,0.06704343855381012,0.45854087602783045,0.44705250829592025,0.08271105217856561,0.06704343855381012,0.05678460930048619,0.02340671767375191,0.04677890986204147,0.05842464044690132,0.365353524684906,0,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,200,0.7654774188995361,0.7569972276687622,0.8464327445118114,0.5304920827211475,0.7549209594726562,0.7753743529319763,0.7590849995613098,0.7714070677757263,0.22859293222427368,0.240914985537529,0.7494216561317444,0.7843203544616699,0.7619832158088684,0.7498524188995361,0.8251384543113356,0.866886777638006,0.5399328597080179,0.4600671402919822,0.5277617119722383,0.426607839809944,0.7599999904632568,0.7577565908432007,0.7375994920730591,0.804084062576294,0.0022434366401284933,0.49759951010410286,0.561840611780893,0.08941289805071101,0.06648454070091248,0.10115387216229432,0.041748323326670445,0.012130852788686752,0.034898750483989716,0.4853646457195282
0.8975639939308167,0.5960590839385986,0.8722596627687061,0.5084707386590661,0.6402116417884827,0.9320113062858582,0.557603657245636,0.9508670568466187,0.049132946878671646,0.4423963129520416,0.8864628672599792,0.9254385828971863,0.608433723449707,0.5405405163764954,0.8747520256220273,0.8570424439037578,0.7151780137414117,0.2848219862585884,0.15021834061135372,0.09868421052631579,0.5872092843055725,0.4444444477558136,0.9393628239631653,0.9781022071838379,0.1427648514509201,0.5265720978034847,0.42254663422546646,0.07614150003830536,0.1427648514509201,0.05153413008503793,0.017709581718269418,0.06789319217205048,0.03897571563720703,0.26965993642807007,1,401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,401,0.8198142051696777,0.8125710487365723,0.90421430381063,0.6388832833225697,0.8168163299560547,0.8225613236427307,0.8083696961402893,0.830513596534729,0.169486403465271,0.1916303187608719,0.8023624420166016,0.8404636383056641,0.8127729296684265,0.8122743964195251,0.8844459094572592,0.9235905030373568,0.541962682488875,0.458037317511125,0.5348602708153269,0.422021476052497,0.8020468354225159,0.8178513646125793,0.8027253150939941,0.8569743633270264,0.015804510563611984,0.604772164326506,0.6748257170339238,0.09292670031270817,0.05424904078245163,0.11283879476282993,0.039144593580097586,0.0004985575214959681,0.03810117766261101,0.39211133122444153
0.88944411277771,0.5069637894630432,0.8454989211795105,0.3825051277270184,0.6408450603485107,0.913639485836029,0.4193548262119293,0.9631502628326416,0.03684971109032631,0.5806451439857483,0.8768559098243713,0.9210526347160339,0.5187713503837585,0.4545454680919647,0.8410693372212529,0.8448769937821032,0.7151780137414117,0.2848219862585884,0.15021834061135372,0.09868421052631579,0.44186046719551086,0.3333333432674408,0.953751266002655,0.985401451587677,0.10852713137865067,0.39561174980281555,0.3187347931873479,0.059624224316249134,0.10852713137865067,0.05153413008503793,0.0038076565608503588,0.06422587484121323,0.04419673606753349,0.2974867820739746,2,602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,602,0.8533843159675598,0.8497118949890137,0.9325168338299359,0.7066157280982126,0.8491682410240173,0.8574042916297913,0.8502562642097473,0.8563594818115234,0.14364051818847656,0.14974375069141388,0.8258055448532104,0.8861191868782043,0.8357520699501038,0.8698028326034546,0.9086205162727304,0.955584015323663,0.5427433835584354,0.4572566164415645,0.5322209436133487,0.43435205736725285,0.8327026963233948,0.8757861852645874,0.8179581761360168,0.8940537571907043,0.04308345913887024,0.6506608822844986,0.7698398912612219,0.08800935628646928,0.07609555125236511,0.09786888624609585,0.046963499050932556,0.03405078127980232,0.06031364947557449,0.33168908953666687
0.8813241720199585,0.5103092789649963,0.8381469593244719,0.4041980767693989,0.5789473652839661,0.9174824953079224,0.45622119307518005,0.9479768872261047,0.05202312022447586,0.5437787771224976,0.8716157078742981,0.905701756477356,0.5273311734199524,0.44155845046043396,0.8310308563780204,0.8484995944849959,0.7151780137414117,0.2848219862585884,0.15021834061135372,0.09868421052631579,0.4767441749572754,0.3777777850627899,0.9414182901382446,0.9635036587715149,0.09896640479564667,0.4181624799827912,0.3412814274128144,0.051221941316172526,0.09896640479564667,0.05153413008503793,0.017468738106975468,0.08577274531126022,0.03408603370189667,0.33028411865234375,3,803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,803,0.8746194243431091,0.8685761094093323,0.9458318929999431,0.7486546695751017,0.8692874908447266,0.879474937915802,0.8678659200668335,0.8807887434959412,0.11921123415231705,0.1321340948343277,0.8441743850708008,0.9112486839294434,0.8516603112220764,0.8940886855125427,0.9244107780010664,0.966198437367707,0.5461003981575455,0.45389960184245454,0.5289492494639028,0.4153766769865841,0.8456756472587585,0.9018633365631104,0.8424886465072632,0.917917013168335,0.05618767812848091,0.6881642947955542,0.8197803884591557,0.09891474892503938,0.07542841881513596,0.11357257247731867,0.04178765936664064,0.042428355664014816,0.06707429885864258,0.2982134222984314
0.8994378447532654,0.6157518029212952,0.8803075304333928,0.541724381343065,0.6386138796806335,0.9370979070663452,0.5944700241088867,0.9472543597221375,0.05274566635489464,0.4055299460887909,0.8864628672599792,0.9320175647735596,0.6242774724960327,0.5753424763679504,0.8754332082506753,0.8942957556096243,0.7151780137414117,0.2848219862585884,0.15021834061135372,0.09868421052631579,0.6279069781303406,0.46666666865348816,0.9321685433387756,0.9829683899879456,0.16124030947685242,0.5600755276177729,0.4496350364963504,0.0905615567302536,0.16124030947685242,0.05153413008503793,0.01886254735894899,0.04893499240279198,0.04555466026067734,0.3001297116279602,4,1004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1004,0.8980404138565063,0.8939934968948364,0.9634307225366905,0.7957188964174744,0.8950105905532837,0.9008413553237915,0.8929787874221802,0.9027401208877563,0.09725986421108246,0.10702124238014221,0.870415985584259,0.9302876591682434,0.876655638217926,0.9187697172164917,0.9453409149769686,0.9800107274437909,0.538605667889765,0.461394332110235,0.5308015654442673,0.42385786802030456,0.8675587177276611,0.9301397204399109,0.873648464679718,0.9303964972496033,0.06258101016283035,0.741207151000338,0.8605361963298073,0.08543691439623535,0.06258101016283035,0.1069436974239627,0.034669812466822325,0.04211408644914627,0.059871647506952286,0.24570555984973907
0.8819487690925598,0.5827814340591431,0.8653838469939533,0.5331504222050558,0.5593220591545105,0.9377289414405823,0.6082949042320251,0.9248554706573486,0.07514450699090958,0.39170506596565247,0.8672488927841187,0.9188596606254578,0.5891891717910767,0.5542168617248535,0.8526733430531321,0.8947823736144904,0.7151780137414117,0.2848219862585884,0.15021834061135372,0.09868421052631579,0.6337209343910217,0.5111111402511597,0.9085302948951721,0.9635036587715149,0.12260981649160385,0.5422512488348192,0.4746147607461477,0.0895924308588064,0.12260981649160385,0.05497333034873009,0.042109030561358285,0.03497232124209404,0.05161074176430702,0.3389924168586731,5,1205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1205,0.9045983552932739,0.8993410468101501,0.9660617591359659,0.8088686206492501,0.8972715139389038,0.911226749420166,0.9014200568199158,0.9074485301971436,0.09255145490169525,0.09857992082834244,0.8822689056396484,0.9314973950386047,0.8858409523963928,0.9191385507583618,0.9500014063497016,0.981234830194988,0.5464126785853697,0.4535873214146303,0.5182168881268753,0.41807228915662653,0.8814446926116943,0.9312474131584167,0.8831554055213928,0.9316770434379578,0.04980270564556122,0.7646001175446704,0.8629244455582006,0.08398551649497993,0.04980270564556122,0.10014459897024874,0.03123342384528638,0.03329760953783989,0.049228522926568985,0.23621337115764618
0.9006870985031128,0.6054590344429016,0.8703184518260035,0.5159692070003463,0.6559139490127563,0.9328621625900269,0.5622119903564453,0.9537572264671326,0.04624277353286743,0.4377880096435547,0.8890829682350159,0.9298245906829834,0.6116207838058472,0.5789473652839661,0.8615705442290685,0.8924574209245743,0.7151780137414117,0.2848219862585884,0.15021834061135372,0.09868421052631579,0.5813953280448914,0.4888888895511627,0.9434738159179688,0.9781022071838379,0.09250646084547043,0.5248691412318651,0.46699107866991074,0.06738872289895044,0.09250646084547043,0.05153413008503793,0.030886876695505716,0.0326734259724617,0.04074159264564514,0.2749682664871216,6,1406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1406,0.8701694011688232,0.8627548217773438,0.9438189065118104,0.7394520628988199,0.8642526268959045,0.8754622340202332,0.8612621426582336,0.8781899213790894,0.12181008607149124,0.13873784244060516,0.8439664840698242,0.9010372161865234,0.8495895266532898,0.8819472789764404,0.9223391970882825,0.9643551047418691,0.5408697009914903,0.45913029900850966,0.5220842956120092,0.41693589525590885,0.8440696597099304,0.8866231441497803,0.8438538312911987,0.9113444089889526,0.04255349561572075,0.6879234915960715,0.7979675800448816,0.09394331885710161,0.0674905925989151,0.10514840035610035,0.04201590765358665,0.032357726246118546,0.05707072466611862,0.303561270236969
0.8969393968582153,0.5822784900665283,0.8589775179137475,0.48443368583681856,0.6460674405097961,0.9283204674720764,0.5299538969993591,0.9544797539710999,0.04552023112773895,0.4700460731983185,0.8838427662849426,0.9298245906829834,0.585669755935669,0.5675675868988037,0.8485085685604341,0.885536631522033,0.7151780137414117,0.2848219862585884,0.15021834061135372,0.09868421052631579,0.5465116500854492,0.46666666865348816,0.9434738159179688,0.9805352687835693,0.07984495908021927,0.4899854203016325,0.4472019464720196,0.06653451313874204,0.07984495908021927,0.05153413008503793,0.037028062961598884,0.018102213740348816,0.045981764793395996,0.2887590527534485,7,1607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
